id,ground_truths,query,original_answers,reranked_answers
196,[5342],"Can you find genes or proteins that regulate enzymes, interact with NCK2, and modulate enzymatic activity?","[1053, 374, 627, 8828, 4742, 4075, 2598, 8779, 1803, 484, 7631, 10098, 2634, 1876, 189, 2731, 301, 2751, 11932, 133]","[1053, 374, 627, 8828, 4742, 4075, 2598, 8779, 1803, 484, 7631, 10098, 2634, 1876, 189, 2731, 301, 2751, 11932, 133]"
4936,[20645],Could you provide me with the early treatment options available in the US for Chagas disease to eliminate the parasite responsible for it?,"[20645, 14454, 15485, 14951, 14206, 15145, 15242, 14790, 15207, 15726, 15213, 15873, 14426, 14347, 15808, 15450, 14796, 14844, 14986, 15307]","[20645, 14454, 15485, 14951, 14206, 15145, 15242, 14790, 15207, 15726, 15213, 15873, 14426, 14347, 15808, 15450, 14796, 14844, 14986, 15307]"
1541,[127615],"What signaling pathway, associated with the APAF1 protein and a part of the Cytochrome c-triggered apoptotic process, leads to the triggering of caspase-3 and -7 through the proteolytic activity of the apoptosome?","[128806, 128527, 128805, 128804, 128470, 129266, 127908, 128472, 62347, 128725, 62345, 127615, 127614, 127620, 127619, 62346, 62754, 62339, 62337, 128978]","[127615, 128806, 128527, 128805, 128804, 128470, 129266, 128472, 62347, 128725, 62345, 127614, 127620, 127619, 62346, 62754, 62339, 62337, 128978, 127908]"
4203,[96168],Could you list the diseases associated with or stemming from testicular disorders?,"[36056, 97068, 38070, 38651, 39466, 39438, 35616, 39086, 38428, 37302, 39176, 95681, 38997, 39215, 39467, 29783, 37080, 37245, 36878, 37589]","[38997, 36056, 97068, 38070, 38651, 39466, 39438, 35616, 39086, 37302, 39176, 39215, 39467, 29783, 37080, 37245, 36878, 37589, 38428, 95681]"
5527,"[16194, 18103, 18104, 18105, 18106, 18107]",Can you supply a selection of tablet or capsule medications designed to inhibit or interact with the MMP1 gene/protein?,"[18103, 16194, 18104, 18105, 18106, 18107, 18739, 19725, 19728, 18630, 14284, 19727, 19726, 16268, 16199, 18775, 14964, 19580, 18774, 19314]","[18103, 16194, 18104, 18105, 18106, 18107, 18739, 19728, 14284, 19727, 16268, 16199, 18775, 14964, 19580, 18774, 19314, 19725, 18630, 19726]"
2673,[33212],What is the subtype of juvenile polyposis syndrome that includes refractory anemia as a symptom?,"[31795, 31771, 33212, 38347, 38348, 33275, 33313, 33311, 31798, 27644, 38267, 29668, 30709, 29873, 38426, 99917, 32844, 98020, 33140, 31557]","[33212, 31795, 31771, 38347, 38348, 33275, 33311, 27644, 29668, 30709, 38426, 99917, 32844, 98020, 33140, 33313, 31798, 38267, 29873, 31557]"
3598,[62609],Which pathway is a subordinate in the hierarchy to the Visual phototransduction pathway and functionally interacts with the HSD17B6 gene/protein?,"[62609, 62598, 62612, 128172, 128140, 128173, 63066, 128141, 128166, 62651, 63047, 62608, 128028, 128171, 128552, 62611, 128279, 62717, 62385, 62527]","[62612, 62609, 128141, 62608, 128172, 128140, 128173, 63066, 128166, 62651, 63047, 128028, 128171, 128552, 62611, 128279, 62717, 62385, 62527, 62598]"
6083,[16350],Which medications are designed to influence genes or proteins associated with the enzymatic activity of dITP diphosphatase?,"[14130, 18796, 16509, 17731, 14273, 18797, 14190, 16350, 18901, 15694, 19437, 14777, 17622, 14553, 18832, 18685, 19463, 19217, 17471, 18827]","[16509, 18797, 18832, 18796, 15694, 19437, 14777, 18685, 19463, 14130, 17731, 14273, 14190, 16350, 18901, 17622, 14553, 19217, 17471, 18827]"
2416,[38459],Which diseases are considered subtypes or are directly related to intracranial arachnoid cysts?,"[29658, 38459, 28253, 96387, 28332, 28636, 38541, 94684, 32930, 29838, 33665, 39532, 36897, 36956, 84139, 31379, 32899, 33215, 36784, 38066]","[29658, 38459, 28253, 38541, 28636, 94684, 32930, 29838, 33665, 39532, 36897, 36956, 84139, 31379, 32899, 33215, 36784, 38066, 96387, 28332]"
1792,"[1669, 909, 919, 11545, 8571]","Seeking the gene that encodes for a type IV collagen subunit strengthening the extracellular matrix and shares a head-to-head configuration with a distinct type IV collagen gene, unified by a single promoter.","[2710, 919, 11545, 909, 8571, 1669, 6862, 1894, 9397, 7983, 35120, 4182, 34092, 35359, 841, 79843, 5295, 34743, 2700, 11718]","[2710, 919, 11545, 909, 8571, 1669, 6862, 1894, 9397, 7983, 35120, 4182, 34092, 35359, 841, 79843, 34743, 11718, 5295, 2700]"
6213,[362],Identify genes or proteins that interact with WIPF1 and are also linked to a common disease.,"[1560, 362, 693, 610, 1329, 2111, 1237, 1053, 2169, 4499, 2731, 1117, 1364, 1673, 4438, 8246, 9416, 58664, 1149, 10021]","[610, 2111, 1053, 1673, 4438, 8246, 1560, 362, 693, 1329, 1237, 2169, 4499, 2731, 1117, 1364, 9416, 58664, 10021, 1149]"
475,[95012],"Which condition is associated with the PMP22 gene and presents with paresthesias, ataxia, and neuropathic pain after an infection?","[27775, 95009, 95011, 95012, 39274, 95010, 31538, 37865, 37354, 39273, 39272, 27530, 27625, 27761, 95014, 30406, 98605, 29107, 37868, 30884]","[95012, 27775, 95009, 95011, 39274, 95010, 31538, 37865, 37354, 39273, 39272, 27530, 27625, 27761, 95014, 30406, 98605, 29107, 37868, 30884]"
9336,"[23280, 23277, 22190]",What are the phenotypic manifestations or effects associated with the subtype of chondroid hamartoma?,"[94516, 94531, 93595, 25919, 23126, 24236, 94406, 24887, 23840, 26081, 88509, 23897, 24174, 23280, 24607, 90379, 90442, 85157, 86369, 90376]","[94531, 23126, 24236, 24887, 23897, 24174, 23280, 24607, 90379, 90442, 85157, 94516, 93595, 25919, 94406, 23840, 26081, 88509, 86369, 90376]"
10017,"[56241, 126196]",Which cellular structures come into contact with genes or proteins that are influenced by p-Coumaric acid?,"[126196, 56241, 125552, 55522, 56436, 55725, 55767, 125013, 55770, 127318, 56263, 56073, 55662, 55887, 56032, 124354, 125370, 55709, 125560, 56121]","[126196, 56241, 125552, 55522, 56436, 55725, 55767, 125013, 55770, 127318, 56263, 56073, 55662, 55887, 56032, 124354, 125370, 55709, 125560, 56121]"
6164,"[56263, 55522, 55767]",Which cell structures interact with the genetic or protein targets of the drug Linaclotide?,"[55522, 56263, 55767, 56174, 55553, 55842, 127192, 124245, 126196, 55635, 56436, 56150, 56241, 56032, 56117, 127318, 124666, 126996, 126997, 124748]","[55522, 56263, 55767, 56174, 55553, 55842, 127192, 124245, 126196, 55635, 56436, 56150, 56241, 56032, 56117, 127318, 124666, 126996, 126997, 124748]"
10629,"[126196, 124245, 56174]","Which cellular structures engage with genes or proteins affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose?","[56174, 126196, 124245, 55522, 56175, 55634, 127318, 56436, 126077, 56241, 125013, 55767, 56152, 56073, 124249, 124820, 125304, 124721, 125786, 126636]","[125786, 56174, 126196, 124245, 55522, 56175, 55634, 127318, 56436, 126077, 55767, 56152, 124249, 124721, 56241, 125013, 56073, 124820, 125304, 126636]"
904,[20585],Could you provide information on treatments available for C. diff colitis and clarify whether any of these medications could potentially lead to facial swelling as a side effect?,"[16314, 20580, 20421, 15180, 14332, 14545, 14798, 20485, 15496, 20251, 14185, 15595, 20585, 16312, 19650, 18769, 20788, 14247, 20429, 15266]","[20580, 15595, 14545, 20485, 14185, 20585, 18769, 20429, 15496, 14798, 16314, 20421, 15180, 14332, 20251, 16312, 19650, 20788, 14247, 15266]"
1342,[35266],Please find a gene or protein associated with Spinocerebellar Ataxia type 8 that also interacts within the cell nucleus.,"[35266, 6410, 682, 11425, 35421, 4485, 35405, 34742, 3508, 35376, 35094, 34797, 11844, 6506, 9975, 12963, 1692, 5028, 57032, 5624]","[35266, 6410, 682, 3508, 1692, 5624, 4485, 34742, 57032, 11425, 35094, 34797, 6506, 9975, 12963, 5028, 35421, 35405, 35376, 11844]"
583,[1032],"Could you find a gene or protein that interacts with the ATR activation pathway during replication stress, has significant homology with fission yeast's Rad9, and possesses 3' to 5' exonuclease activity linked to DNA damage detection and repair?","[1032, 69, 9020, 395, 57049, 2838, 3286, 8969, 3187, 4834, 2306, 6965, 7442, 8801, 6022, 2094, 1955, 8873, 57624, 11373]","[9020, 6965, 1032, 69, 395, 57049, 2838, 3286, 8969, 3187, 2306, 57624, 4834, 7442, 8801, 6022, 2094, 1955, 8873, 11373]"
733,[4074],Please find genes or proteins that interact with TNF receptor superfamily members associated with the non-canonical NF-kB pathway and also connect with CISD2 through protein-protein interactions.,"[3605, 1631, 843, 12028, 3748, 2148, 616, 263, 10705, 12281, 6716, 3033, 4542, 34623, 4114, 63099, 2329, 11222, 2466, 11918]","[63099, 3605, 1631, 843, 3748, 2148, 616, 263, 12281, 4114, 2329, 11222, 11918, 10705, 6716, 34623, 12028, 3033, 4542, 2466]"
2069,[38570],Could you help me identify the condition associated with cerebellar hemisphere malformation that is hereditary and might explain developmental issues in the posterior brain region?,"[39359, 98231, 29660, 38540, 98066, 38570, 30361, 98509, 38597, 32069, 39066, 29884, 27794, 28046, 99225, 39139, 31340, 29114, 98230, 31423]","[39359, 29660, 98066, 30361, 98509, 39139, 31340, 29114, 98231, 38540, 38570, 38597, 32069, 39066, 29884, 27794, 28046, 99225, 98230, 31423]"
1408,[5991],"I need to find a gene or protein that interacts with USH1C through PPI, is expressed in leg muscles, helps anchor protocadherins to actin, and is involved in gathering intermicrovillar adhesion complex components.","[12888, 13068, 419, 22023, 5991, 11019, 56648, 7253, 57256, 11757, 5368, 431, 5352, 853, 7155, 8183, 22024, 6135, 9659, 35033]","[7253, 853, 35033, 419, 22023, 5991, 11019, 56648, 57256, 11757, 5368, 431, 5352, 7155, 8183, 22024, 6135, 13068, 12888, 9659]"
8335,"[14174, 14229, 14262]",Which keratolytic medication utilizes the same gene or protein for transport as Polythiazide?,"[14331, 16705, 14257, 16793, 14283, 15466, 16789, 14276, 14233, 16792, 14280, 14352, 20267, 19111, 14668, 20751, 16788, 15736, 20325, 14763]","[14331, 16705, 14257, 16793, 14283, 15466, 14352, 14668, 20751, 16788, 15736, 20325, 14763, 16789, 14276, 14233, 16792, 14280, 20267, 19111]"
10947,"[56174, 56099, 124245, 56150]",Which cellular structures are engaged in interactions with genes or proteins that Aeruginosin 98-B affects?,"[56174, 124245, 56150, 56099, 55689, 55675, 127151, 55635, 56436, 124479, 56073, 56173, 125962, 56241, 124249, 124748, 124619, 125162, 124802, 126967]","[56174, 56150, 55689, 55675, 127151, 55635, 56436, 124479, 56073, 56173, 125962, 56241, 124249, 124748, 124619, 125162, 124802, 126967, 124245, 56099]"
3891,[4447],Can you identify a gene or protein involved in atrial fibrillation that also has a role in ubiquitin ligase binding and is active in the rapid repolarization phase of cardiac activity?,"[10417, 280, 4053, 10123, 7470, 8243, 2417, 6889, 22042, 34729, 3133, 8919, 484, 13690, 35019, 189, 34250, 34603, 3755, 56552]","[280, 4053, 7470, 8243, 10417, 10123, 6889, 22042, 34729, 8919, 484, 13690, 35019, 189, 34250, 34603, 3755, 56552, 2417, 3133]"
5086,[36062],"What possible medical conditions could be linked to femoral vein thrombophlebitis and phlebitis, considering they are hereditary in my family?","[29401, 28839, 28244, 28785, 29075, 30378, 31771, 31778, 27356, 30117, 27728, 29457, 30563, 27842, 27892, 95555, 95414, 36847, 36062, 84315]","[95555, 36062, 95414, 36847, 84315, 29401, 28839, 28244, 28785, 29075, 30378, 31771, 31778, 27356, 30117, 27728, 29457, 30563, 27842, 27892]"
2827,[39391],"Could you provide information on hereditary diseases linked to 'acheiria, unilateral'? I'm wondering if it could explain the symptoms I'm having.","[32631, 33533, 32977, 28982, 28176, 32902, 33234, 29646, 27630, 30725, 32897, 27803, 32435, 32762, 28217, 98312, 98313, 39391, 31817, 28430]","[32977, 28982, 28176, 32902, 33234, 29646, 27630, 30725, 32897, 27803, 32435, 32762, 28217, 98312, 98313, 39391, 31817, 28430, 32631, 33533]"
9578,[16751],"Are there any pharmaceutical agents designed to regulate pH balance that also interact with, or have an effect on, the genes or proteins associated with 6,7-dihydropteridine reductase activity?","[14682, 17010, 17006, 16995, 17007, 17000, 17008, 14586, 17004, 17005, 16994, 16996, 16998, 17002, 16751, 15928, 18344, 16764, 16273, 21647]","[17008, 17004, 17005, 16994, 16998, 17002, 15928, 18344, 16764, 16273, 21647, 14682, 17010, 17006, 16995, 17007, 17000, 14586, 16996, 16751]"
5727,[43],Identify proteins or genes that interact with NEK11 and share an association with a mutual disease.,"[553, 119, 454, 25, 43, 108, 443, 4288, 244, 497, 1886, 1350, 1836, 4256, 6823, 34836, 6415, 13154, 35080, 6097]","[553, 25, 43, 119, 454, 108, 443, 4288, 244, 497, 1886, 1350, 1836, 4256, 6823, 34836, 6415, 13154, 35080, 6097]"
2884,[38662],Which disease falls under normal pressure hydrocephalus and is linked to the THAS gene or its protein product?,"[38662, 27971, 84196, 33484, 36429, 94798, 38535, 29207, 33221, 27770, 32838, 31497, 33561, 32177, 30790, 28135, 30060, 31457, 98546, 27969]","[38662, 27971, 84196, 33484, 36429, 94798, 38535, 29207, 33221, 27770, 32838, 31497, 33561, 32177, 30790, 28135, 30060, 31457, 98546, 27969]"
6231,[62756],"Identify pathways associated with the ""Release of Hedgehog protein without cholesterol"" (Hh-Np) from secreting cells that also interact with a common gene or protein.","[128536, 62756, 128719, 128717, 128718, 62770, 62777, 128543, 128544, 128620, 62652, 129302, 129071, 63041, 128522, 62761, 62559, 129169, 62981, 62757]","[128536, 128717, 62777, 128544, 62756, 128719, 128718, 128543, 128620, 129302, 129071, 63041, 128522, 62761, 62559, 129169, 62981, 62757, 62770, 62652]"
7256,"[14016, 14017, 14049, 14019, 14048, 14021, 14050, 14023, 14024, 14028, 14030, 14031]","Is there a shared genetic or protein transporter mechanism between Fluorometholone and Dexamethasone, both being potent corticosteroid medications frequently prescribed in eye care practices?","[509, 1424, 8974, 10901, 4315, 4152, 7880, 12434, 5292, 12431, 697, 10412, 12769, 2756, 10647, 54470, 121451, 118040, 53607, 54471]","[5292, 12431, 697, 509, 1424, 8974, 10901, 4315, 4152, 12434, 10412, 12769, 2756, 10647, 54470, 121451, 118040, 53607, 54471, 7880]"
6603,[62838],Identify a biological pathway associated with the Formation of the Cornified Envelope that also demonstrates interaction with a mutual gene or protein.,"[128840, 62703, 62838, 128452, 128989, 128724, 127698, 127886, 62569, 129146, 129144, 127683, 128053, 129139, 129136, 127657, 62575, 128195, 62723, 128414]","[128840, 62703, 62838, 128452, 128989, 128724, 127698, 127886, 62569, 129146, 129144, 127683, 128053, 129139, 129136, 127657, 62575, 128195, 62723, 128414]"
8625,"[14209, 14210, 14403, 14181, 14218, 14254, 14256, 14484, 14264, 14138, 14428]",Which medication shares a gene or protein transporter with Efavirenz and additionally serves as a reverse transcriptase inhibitor?,"[14209, 15566, 15056, 14184, 14254, 14346, 14296, 14138, 14319, 15889, 15853, 14403, 15034, 14967, 14218, 15588, 14484, 15619, 14375, 15130]","[14209, 15566, 15056, 14184, 14254, 14346, 14296, 14138, 15853, 14403, 15034, 14967, 14218, 15588, 14484, 15619, 14375, 15130, 14319, 15889]"
1208,[99571],Which disease associated with neoplastic syndrome aggressively invades the chest skeleton early on?,"[37323, 96466, 37505, 35785, 36161, 37037, 36971, 37983, 37022, 98587, 37346, 35633, 35942, 36826, 97369, 36029, 36053, 96069, 35468, 37694]","[37323, 96466, 37505, 35785, 37983, 37346, 37037, 36971, 37022, 36029, 36161, 98587, 35633, 36826, 97369, 36053, 96069, 35468, 37694, 35942]"
7047,"[2089, 897]","Is there an interaction between the gene/protein responsible for actin binding and disassembly, mediated by actin depolymerization factor 2, and the gene/protein implicated in the synthesis of 5-Phosphoribose 1-diphosphate?","[21977, 11344, 12475, 9192, 3037, 5280, 13465, 5608, 35369, 13066, 7747, 58662, 8246, 12673, 8578, 6992, 4569, 958, 9439, 4914]","[3037, 5280, 5608, 35369, 13066, 58662, 8246, 12673, 6992, 4569, 9439, 4914, 21977, 11344, 12475, 9192, 13465, 7747, 8578, 958]"
6434,"[14465, 14049, 14147, 14177, 14410, 14316, 14385, 14420, 14461, 14422, 14233, 14556, 14173, 14238]","Could you identify a medication facilitated by genetic or proteomic agents that engage with the endoplasmic reticulum and exhibits a half-life ranging from 12 to 17 hours, which plays a role in controlling the intracellular protein processing and trafficking?","[16590, 14801, 15974, 16592, 16589, 15850, 16591, 16593, 14805, 14871, 19281, 14012, 16595, 16594, 14717, 20264, 17539, 15858, 15281, 14408]","[16590, 15974, 16592, 16589, 15850, 16591, 16593, 14805, 14871, 19281, 14012, 16595, 14801, 16594, 14717, 20264, 17539, 15858, 15281, 14408]"
3501,"[13501, 1151]","Which gene on chromosome 4, known to interact with PALS2 protein and expressed in multicellular organisms, encodes a protein located between 69,969 and 70,151 base pairs?","[13501, 2971, 492, 7486, 7553, 189, 10926, 5577, 5001, 9490, 3151, 2124, 598, 7412, 2302, 7939, 10404, 79833, 12140, 80520]","[189, 5577, 5001, 9490, 3151, 2124, 598, 7412, 2302, 7939, 10404, 79833, 12140, 80520, 13501, 2971, 492, 7486, 7553, 10926]"
10076,[14012],Which medications are associated with genes or proteins that engage with the Golgi apparatus interior?,"[18405, 16095, 17948, 16772, 20066, 19443, 19654, 19652, 19657, 18894, 19655, 19656, 16030, 19653, 19659, 15017, 17983, 15858, 21195, 15226]","[18405, 17948, 16772, 20066, 19443, 19654, 19652, 19657, 18894, 19655, 19656, 16030, 19653, 19659, 15017, 17983, 15858, 21195, 15226, 16095]"
7527,"[29182, 33534]",Which multi-organ systemic diseases are linked to the PXK gene and have contraindications with the use of Pyridoxine?,"[29182, 31711, 83867, 31502, 39531, 36214, 35565, 35764, 83832, 36253, 27878, 33679, 35751, 27933, 38641, 32707, 38759, 28359, 84266, 30591]","[29182, 31711, 83867, 31502, 39531, 36214, 35565, 35764, 83832, 36253, 27878, 33679, 35751, 27933, 38641, 38759, 28359, 84266, 30591, 32707]"
9158,[3209],Which gene or protein is simultaneously not expressed in the placenta and the superior frontal gyrus?,"[3209, 7453, 6265, 10696, 77335, 34525, 13677, 60121, 1768, 61456, 81730, 13470, 78586, 5113, 12523, 60095, 4116, 6179, 9805, 77495]","[3209, 7453, 6265, 10696, 77335, 34525, 13677, 60121, 1768, 61456, 81730, 13470, 78586, 5113, 12523, 60095, 4116, 6179, 9805, 77495]"
1558,[94622],What conditions similar to malignant mesothelioma could affect the heart's outer lining and cause abnormal symptoms?,"[94622, 96621, 37983, 37981, 97367, 95857, 37694, 95827, 36621, 36973, 96343, 99834, 97368, 36511, 30725, 95559, 96342, 37982, 32612, 96923]","[37981, 94622, 96621, 97367, 95857, 37694, 36621, 36973, 96343, 99834, 97368, 36511, 30725, 95559, 96342, 37982, 32612, 96923, 37983, 95827]"
6250,[9652],Which gene or protein is not expressed in the fallopian tube and is also non-existent in the metanephric glomerular tissue?,"[34036, 6157, 9652, 13631, 11504, 12485, 35211, 35088, 7453, 60599, 1994, 720, 10577, 12532, 505, 79070, 77443, 78053, 11599, 60247]","[6157, 9652, 11504, 34036, 13631, 35088, 7453, 60599, 1994, 720, 10577, 12532, 505, 79070, 77443, 78053, 12485, 35211, 11599, 60247]"
6159,[2492],Which gene/protein is not expressed in both the renal tissues and the medial segment of the globus pallidus?,"[58420, 8435, 8556, 57351, 77196, 5798, 2354, 13571, 13839, 59679, 11943, 11123, 56495, 1619, 9197, 79070, 3470, 5188, 5581, 13733]","[58420, 8435, 8556, 77196, 5798, 2354, 13839, 59679, 11943, 11123, 56495, 1619, 9197, 79070, 3470, 5188, 5581, 13733, 57351, 13571]"
10698,[128250],Identify pathways associated with the metabolism of polyamines which also exhibit interaction with identical genes or proteins.,"[62643, 128252, 127714, 129365, 129042, 62672, 128250, 127677, 127827, 129049, 128403, 128854, 128859, 129057, 128490, 129086, 62955, 62580, 128911, 62685]","[128252, 127714, 62643, 129365, 128250, 127827, 129049, 128403, 128854, 128859, 129057, 128490, 129086, 62955, 62580, 128911, 62685, 129042, 62672, 127677]"
4344,[3007],"Can you find a gene or protein that interacts with the sphingolipid biosynthesis pathway, is involved in dihydrosphingosine-1-phosphate phosphatase activity, and contributes to the chemotactic response to EGF?","[3007, 59808, 3890, 11103, 58143, 56971, 12964, 8951, 259, 8724, 59806, 58358, 59916, 3263, 22003, 12597, 5580, 13269, 59898, 2736]","[58143, 3007, 59808, 3890, 11103, 56971, 12964, 8951, 8724, 59806, 59916, 3263, 22003, 12597, 5580, 13269, 59898, 2736, 259, 58358]"
5449,"[59912, 12045, 9317]","I'm looking for a gene or protein that modulates the Glutathione synthesis and recycling pathway, catalyzes the transformation of amino acids into different metabolites, and inhibits the growth of cancer cells, particularly with tumor-suppressing effects in gastric cancer.","[1497, 6742, 2511, 3509, 7164, 25, 2225, 1785, 9219, 58285, 10154, 56966, 9317, 5101, 59912, 9893, 10247, 59318, 3796, 5176]","[1497, 3509, 7164, 25, 2225, 1785, 9219, 58285, 10154, 56966, 9317, 5101, 59912, 9893, 10247, 59318, 3796, 5176, 6742, 2511]"
1828,[28822],Which autosomal recessive disease is associated with the AEBP1 gene?,"[31086, 27567, 99893, 35458, 94720, 27162, 29243, 31473, 83856, 30473, 38805, 31764, 31120, 27993, 27250, 31293, 29346, 32122, 27980, 31820]","[30473, 38805, 31764, 31293, 27980, 31820, 31086, 27567, 99893, 35458, 94720, 27162, 29243, 31473, 83856, 31120, 27993, 27250, 29346, 32122]"
8161,[1147],Which genes or proteins are found to be expressed in the nasopharyngeal tissue but not in the parietal lobe of the brain?,"[7280, 6373, 60121, 7947, 9243, 12749, 5877, 10316, 1147, 1683, 58939, 12627, 81537, 58790, 925, 79070, 83456, 77318, 80165, 77617]","[9243, 12749, 6373, 7947, 5877, 1147, 1683, 58939, 12627, 81537, 58790, 925, 79070, 83456, 77318, 80165, 77617, 7280, 60121, 10316]"
9020,[27400],Which disorders linked to Ketosis may lead to cardiomyopathy and hypoketotic hypoglycemia and currently lack any drugs officially sanctioned for treatment?,"[33679, 36469, 36034, 37659, 29175, 27655, 39531, 33623, 27626, 27664, 33632, 36344, 83907, 33630, 33210, 38562, 30748, 38678, 29113, 38564]","[38562, 36034, 27655, 39531, 33623, 27626, 27664, 36344, 83907, 33630, 33210, 30748, 38678, 29113, 38564, 33679, 36469, 37659, 29175, 33632]"
143,[39067],"What disease functions as a parent and child condition in the hierarchy of autoinflammatory disorders, linking both pyogenic bacterial infections with amylopectinosis and PLCG2-associated antibody deficiency and immune dysregulation?","[39067, 38453, 35441, 38629, 38286, 98378, 33591, 27473, 35678, 39510, 35517, 38058, 39525, 35584, 37803, 98425, 29594, 38732, 38204, 29490]","[39067, 38453, 38629, 98378, 35678, 39510, 35517, 38058, 39525, 35584, 37803, 98425, 29594, 38732, 35441, 38286, 33591, 27473, 38204, 29490]"
4434,[20612],Could you recommend a medication for hemorrhoids treatment with a molecular weight near 340 units?,"[20612, 14028, 14042, 14680, 20322, 20193, 20438, 15003, 14940, 15876, 14881, 20254, 21030, 20993, 15125, 16289, 20447, 20314, 16638, 19617]","[20612, 14028, 14680, 20322, 20193, 15003, 14940, 15876, 14881, 20254, 21030, 20993, 15125, 16289, 20447, 20314, 16638, 19617, 14042, 20438]"
7043,[1106],Search for genes or proteins that interact with ATG2B and share an association with a common disease.,"[7625, 86, 4173, 60157, 58552, 4309, 1576, 1549, 10803, 10142, 9807, 1320, 1106, 3551, 12342, 9034, 7061, 10527, 6661, 59490]","[7625, 86, 60157, 4173, 1576, 10803, 58552, 4309, 1549, 10142, 9807, 1320, 1106, 3551, 12342, 9034, 7061, 10527, 6661, 59490]"
6457,[27434],"Could you provide a list of disorders characterized by both an absence of approved medications and a connection to atypical cardiac structures, which also result in skin that is prone to blistering and tearing with minimal trauma?","[28150, 27687, 27434, 29359, 33572, 35764, 39491, 35961, 27933, 37703, 35565, 83778, 83762, 36693, 83779, 37715, 28955, 30505, 28178, 30099]","[28150, 39491, 35961, 27933, 37703, 35565, 83778, 83762, 36693, 83779, 37715, 28955, 30505, 28178, 30099, 27687, 27434, 29359, 33572, 35764]"
2354,[39682],"What related conditions or potential diseases might be associated with ""benign neoplasm of hard palate"" and ""oral cavity neoplasm""? Can you provide a hierarchy or connections of these illnesses?","[99008, 39682, 37555, 98997, 39673, 37723, 37562, 98969, 37554, 37552, 35705, 39669, 96887, 35704, 36050, 98971, 98996, 37553, 36750, 36051]","[99008, 39682, 37555, 98997, 39673, 37723, 37562, 98969, 37554, 37552, 35705, 39669, 96887, 35704, 36050, 98971, 98996, 37553, 36750, 36051]"
10857,[9967],Which genes or proteins are found to be expressed in cartilage but not detected in the parietal lobe of the brain?,"[9967, 3143, 22, 721, 12046, 885, 792, 1458, 5784, 34038, 34210, 1454, 349, 2863, 2046, 35149, 5408, 79070, 8384, 11985]","[9967, 3143, 721, 12046, 885, 792, 1458, 5784, 34038, 34210, 1454, 349, 2863, 2046, 35149, 5408, 79070, 8384, 11985, 22]"
6655,"[66747, 64863, 64876, 63824, 64512]",Which anatomical structures lack the genetic or proteomic expression linked to infertility?,"[63112, 63379, 66826, 63376, 67116, 63465, 64876, 64427, 66050, 63466, 63464, 63372, 63181, 71416, 67112, 129374, 63377, 64551, 63744, 63704]","[63112, 63379, 66826, 63376, 63466, 63464, 63372, 71416, 63704, 67116, 63465, 64876, 64427, 66050, 63181, 67112, 129374, 63377, 64551, 63744]"
6280,[14313],Which pharmaceutical compounds are designed to modulate gene or protein activities associated with SUMO-conjugation system interactions?,"[17532, 18548, 18483, 18180, 16926, 18628, 16870, 21647, 19370, 14065, 14449, 17107, 20266, 16903, 16515, 18519, 18622, 19989, 17823, 21690]","[17532, 18548, 18483, 18180, 16926, 18628, 16870, 20266, 16903, 16515, 18519, 18622, 19989, 17823, 21690, 21647, 19370, 14065, 14449, 17107]"
7718,"[63952, 63826]",Which anatomical structures lack the expression of genes or proteins involved in the interaction with the formation of the endoplasmic reticulum's tubular network?,"[63680, 63235, 63826, 67302, 64778, 63180, 66747, 64799, 64876, 63466, 65509, 64512, 63952, 63921, 64800, 66841, 64814, 63173, 64551, 63372]","[63952, 64551, 63680, 63235, 63826, 67302, 64778, 63180, 66747, 64799, 64876, 63466, 65509, 64512, 63921, 64800, 66841, 64814, 63173, 63372]"
1152,"[2017, 5098, 1004, 8432, 3774]","Please find the gene associated with multiple sclerosis pathogenesis that codes for a receptor on antigen-presenting cells, essential for various immune and inflammatory responses.","[5098, 5579, 2983, 625, 8261, 665, 381, 4278, 7083, 4968, 1007, 2328, 417, 12305, 12663, 33914, 11310, 10320, 10600, 1573]","[5098, 7083, 5579, 625, 1007, 417, 12305, 2983, 8261, 665, 381, 4968, 2328, 12663, 10600, 1573, 4278, 33914, 11310, 10320]"
7918,[30035],Find health conditions linked to Fatty Acid Binding Protein 2 (FABP2) that should not be managed with the use of Oxymorphone.,"[30035, 83916, 36603, 83910, 36693, 35790, 35961, 35565, 35764, 30602, 27878, 33605, 32584, 83762, 38066, 37753, 94782, 98468, 84242, 33593]","[36603, 83910, 36693, 32584, 38066, 37753, 98468, 83916, 35961, 33605, 94782, 33593, 30035, 35790, 35565, 35764, 30602, 27878, 83762, 84242]"
233,[5843],"What is the name of the gene or protein that binds with molecules involved in protein binding, attaches to protein C-termini, contributes to pore complex assembly, and modulates ion transport across membranes in host-pathogen interactions?","[5843, 6133, 4054, 2251, 572, 56597, 6066, 13896, 57491, 7547, 1393, 2692, 57230, 968, 1826, 60514, 60522, 826, 6971, 57897]","[4054, 968, 60514, 826, 5843, 6133, 2251, 572, 56597, 6066, 7547, 1393, 2692, 57230, 1826, 6971, 13896, 57491, 60522, 57897]"
