id,query,entities,relations
10939,"Can you show me the papers that the research ""Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory"" has referenced, specifically those discussing robust synchronization and control?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""robust synchronization and control""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""referenced by Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory"", ""discussing robust synchronization and control""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""cites""],
(""A"", ""ANSWER""): [""cites""],
(""B"", ""ANSWER""): [""cites""]
}"
8199,I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,"{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""shared author""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""wave energy conversion""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""similar magnet generator structure"", ""wave energy conversion""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""A"", ""C""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
13138,"Are there any papers discussing facial spectral reflectance biometrics, published by Texas AgriLife Research researchers between 2015?","{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Texas AgriLife Research""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Texas AgriLife Research researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""facial spectral reflectance biometrics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""published by Texas AgriLife Research researchers between 2015"", ""discussing facial spectral reflectance biometrics""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
8285,Show all publications by Abdul Ghafoor on the topic of coupled heat and mass transfer.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""Abdul Ghafoor""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""coupled heat and mass transfer""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by Abdul Ghafoor"", ""on the topic of coupled heat and mass transfer""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
1248,"Search for publications authored by the contributors of ""Binning is sinning: morphological light-curve distortions due to finite integration time"" particularly exploring the habitable zones of exomoons.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Binning is sinning: morphological light-curve distortions due to finite integration time""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""contributors of Binning is sinning: morphological light-curve distortions due to finite integration time""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""habitable zones of exomoons""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications"", ""exploring the habitable zones of exomoons""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
6729,Does any research from Okayama University study large-radius jet responses specifically within the scope of the ATLAS experiment at CERN?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Okayama University""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""CERN""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""large-radius jet responses""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""ATLAS experiment"", ""research from Okayama University"", ""large-radius jet responses""],
    ""constant"": false
  }
}","{
(""A"", ""D""): [""affiliated_with""],
(""D"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""],
(""B"", ""ANSWER""): [""affiliated_with""],
(""A"", ""ANSWER""): [""affiliated_with""]
}"
8775,Show me publications by H. Floyd Davis on generating vacuum ultraviolet light.,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""H. Floyd Davis""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""generating vacuum ultraviolet light""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by H. Floyd Davis"", ""generating vacuum ultraviolet light""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
5712,Show me publications from coauthors of 'Formation of supermassive primordial black holes by Affleck-Dine mechanism' that explore the nonlinear implications of primordial black hole formation using the same mechanism.,"{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Formation of supermassive primordial black holes by Affleck-Dine mechanism""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""coauthors of 'Formation of supermassive primordial black holes by Affleck-Dine mechanism'""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""primordial black hole formation""},
    ""semantic"": [""nonlinear implications"", ""Affleck-Dine mechanism""],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications"", ""explore the nonlinear implications of primordial black hole formation using the same mechanism""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""]
}"
372,Papers by Joonbum Park on the impact of stress on magnetic phase transitions,"{
  ""A"": {
    ""type"": [""author""],
    ""lexical"": {""name"": ""Joonbum Park""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""magnetic phase transitions"", ""stress""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""Papers by Joonbum Park"", ""impact of stress on magnetic phase transitions""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""],
(""A"", ""B""): [""writes"", ""has_topic""]
}"
12972,"Looking for papers that either cited or were cited by ""Electronic, elastic, lattice dynamic and thermal conductivity properties of Na3OBr via first principles"", focusing particularly on those exploring negative thermal expansion materials similar to Na3OBr as studied in the aforementioned paper.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Electronic, elastic, lattice dynamic and thermal conductivity properties of Na3OBr via first principles""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""negative thermal expansion materials""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""material""],
    ""lexical"": {""name"": ""Na3OBr""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""cited by"", ""exploring negative thermal expansion materials similar to Na3OBr""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""C""): [""writes"", ""has_topic""],
(""A"", ""ANSWER""): [""cites""],
(""B"", ""C""): [""writes"", ""has_topic""],
(""B"", ""ANSWER""): [""has_topic""],
(""C"", ""ANSWER""): [""writes"", ""has_topic""],
(""ANSWER"", ""A""): [""cites""]
}"
84,What other publications have been released by the authors of 'Synthesizing carbon nanotubes in space' investigating the dust particle size in active galactic nuclei based on data collected in 2017?,"{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Synthesizing carbon nanotubes in space""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""dust particle size in active galactic nuclei""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by authors of Synthesizing carbon nanotubes in space"", ""investigating dust particle size in active galactic nuclei"", ""based on data collected in 2017""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
10903,"Show me papers exploring gamma-ray emitting active galactic nuclei as detected by high-energy astrophysics telescopes, that have a shared authorship with ""The Disappearance of a Narrow Mg II Absorption system in Quasar SDSS J165501.31+260517.4,"" and incorporate research using XMM-Newton data to study blazars.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""The Disappearance of a Narrow Mg II Absorption system in Quasar SDSS J165501.31+260517.4""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""shared authorship""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""high-energy astrophysics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""institution""],
    ""lexical"": {},
    ""semantic"": [""XMM-Newton data""],
    ""constant"": false
  },
  ""E"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""blazars""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""gamma-ray emitting active galactic nuclei"", ""high-energy astrophysics telescopes"", ""research using XMM-Newton data to study blazars""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""A"", ""C""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""ANSWER"", ""E""): [""has_topic""],
(""D"", ""ANSWER""): [""affiliated_with""]
}"
6645,"Can I find any research papers authored by the coauthors of ""Effect of Time Delay on Binary Signal Detection via a Bistable System"" that further explore the impact of time delay on signal detection performance?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Effect of Time Delay on Binary Signal Detection via a Bistable System""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""coauthors of Effect of Time Delay on Binary Signal Detection via a Bistable System""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""signal detection performance"", ""impact of time delay on signal detection""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""research papers"", ""explore the impact of time delay on signal detection performance""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""ANSWER"", ""C""): [""has_topic""]
}"
4598,Are there any publications from Samsung Electro-Mechanics researchers that explore the analysis of spiral microcavity laser emission?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Samsung Electro-Mechanics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Samsung Electro-Mechanics researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""spiral microcavity laser emission""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications"", ""analysis of spiral microcavity laser emission""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
2816,"Looking for papers by co-authors of ""A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization"" that extend their discussion on radar and infrared stealth capabilities, based on their expertise in stealth technology development from their initial research.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-authors of A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""stealth technology development""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""radar and infrared stealth capabilities""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""extend their discussion on radar and infrared stealth capabilities"", ""based on their expertise in stealth technology development""],
    ""constant"": false
  }
}","{
(""B"", ""A""): [""writes""],
(""B"", ""ANSWER""): [""writes""],
(""A"", ""D""): [""has_topic""],
(""ANSWER"", ""D""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""],
(""A"", ""C""): [""has_topic""],
(""B"", ""C""): [""affiliated_with""]
}"
11877,Find all papers from Keiser University examining the analysis of current flow through droplets.,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Keiser University""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""analysis of current flow through droplets""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""from Keiser University"", ""examining the analysis of current flow through droplets""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""affiliated_with""],
(""ANSWER"", ""B""): [""has_topic""]
}"
9753,"Search for publications cited by ""The ATLAS3D project - XIX. The hot gas content of early-type galaxies: fast versus slow rotators"" that also explore the alignment of kinematic and photometric axes in early-type galaxies.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""The ATLAS3D project - XIX. The hot gas content of early-type galaxies: fast versus slow rotators""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""alignment of kinematic and photometric axes"", ""early-type galaxies""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""early-type galaxies""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications cited by"", ""explore the alignment of kinematic and photometric axes in early-type galaxies""],
    ""constant"": false
  }
}","{
  (""A"", ""ANSWER""): [""cites""],
  (""ANSWER"", ""B""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""],
  (""A"", ""C""): [""has_topic""],
  (""A"", ""B""): [""has_topic""]
}"
11846,Are there any papers by the Singapore Ministry of Health researchers on quick gamma correction methods in medical imaging?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Singapore Ministry of Health""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""Singapore Ministry of Health researchers""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""medical imaging""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""quick gamma correction methods"", ""by Singapore Ministry of Health researchers""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""affiliated_with""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
9572,Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,"{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Vector Monte Carlo simulations on atmospheric scattering of polarization qubits""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""silicon photonics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""sharing a coauthor"", ""silicon photonic devices""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
1841,"What other research papers discussing superconducting characteristics have referenced or been referenced in the study ""The Effect of Silver Inclusion on Superconducting Properties of YBa 2 Cu 3 O y Prepared Using Planetary Ball Milling""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""The Effect of Silver Inclusion on Superconducting Properties of YBa 2 Cu 3 O y Prepared Using Planetary Ball Milling""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""superconducting characteristics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""research papers"", ""discussing superconducting characteristics"", ""referenced or been referenced in the study""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""ANSWER""): [""cites""],
(""ANSWER"", ""B""): [""has_topic""],
(""ANSWER"", ""A""): [""cites""]
}"
12036,"Which publications from the co-authors of ""Nighttime E region plasma irregularities over an equatorial station Trivandrum"" also delve into in situ electron density measurements?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Nighttime E region plasma irregularities over an equatorial station Trivandrum""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-authors of Nighttime E region plasma irregularities over an equatorial station Trivandrum""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""in situ electron density measurements""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications from co-authors"", ""in situ electron density measurements""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
8361,"Can you show me other research studies that have explored spatial control of inhomogeneous broadening to modify the properties of quantum well structures using ion irradiation, similar to what's covered in ""Ion-beam-assisted spatial modulation of inhomogeneous broadening of a quantum well resonance: excitonic diffraction grating""?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Ion-beam-assisted spatial modulation of inhomogeneous broadening of a quantum well resonance: excitonic diffraction grating""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""spatial control of inhomogeneous broadening""},
    ""semantic"": [],
    ""constant"": true
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""quantum well structures""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""research studies"", ""spatial control of inhomogeneous broadening"", ""modify the properties of quantum well structures"", ""using ion irradiation""],
    ""constant"": false
  }
}","{
(""A"", ""B""): [""has_topic""],
(""A"", ""C""): [""has_topic""],
(""ANSWER"", ""B""): [""has_topic""],
(""ANSWER"", ""C""): [""has_topic""]
}"
7502,Are there any research articles or publications affiliated with Core Laboratories exploring the impact of stress on magnetic characteristics in the context of magnetic circuits?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Core Laboratories""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""magnetic circuits"", ""impact of stress on magnetic characteristics""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""research articles or publications""},
    ""semantic"": [""exploring the impact of stress on magnetic characteristics"", ""in the context of magnetic circuits""],
    ""constant"": false
  }
}","{
(""A"", ""C""): [""affiliated_with""],
(""C"", ""ANSWER""): [""writes""],
(""ANSWER"", ""B""): [""has_topic""]
}"
6531,"Can you locate articles with a common co-author to ""Point contact spectroscopy of Nb3Sn crystals: Evidence of a CDW gap related to the martensitic transition"", which also explore superconducting properties under high pressure circumstances in a similar field of study?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Point contact spectroscopy of Nb3Sn crystals: Evidence of a CDW gap related to the martensitic transition""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""superconducting properties"", ""high pressure circumstances""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""common co-author"", ""superconducting properties under high pressure circumstances"", ""similar field of study""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""A"", ""C""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""]
}"
3101,"Can you show me the papers that the ""InAs/GaSb superlattice interband cascade light emitting diodes with high output power and high wall-plug efficiency"" cites which also exhibit high-temperature ICIP performance as described and utilized in this paper?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""InAs/GaSb superlattice interband cascade light emitting diodes with high output power and high wall-plug efficiency""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""high-temperature ICIP performance""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""cites"", ""high-temperature ICIP performance"", ""InAs/GaSb superlattice interband cascade light emitting diodes""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""cites""],
(""A"", ""B""): [""cites""],
(""B"", ""ANSWER""): [""cites""]
}"
9412,What are some publications by the Research Council of Norway that discuss the capabilities of the Timepix3 detector?,"{
  ""A"": {
    ""type"": [""institution""],
    ""lexical"": {""name"": ""Research Council of Norway""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {},
    ""semantic"": [""Timepix3 detector capabilities""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications by the Research Council of Norway"", ""discuss the capabilities of the Timepix3 detector""],
    ""constant"": false
  }
}","{
(""A"", ""ANSWER""): [""affiliated_with""],
(""ANSWER"", ""B""): [""has_topic""]
}"
12017,"Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""author""],
    ""lexical"": {},
    ""semantic"": [""co-author of Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei""],
    ""constant"": false
  },
  ""C"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""astrophysics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""D"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""nuclear physics""},
    ""semantic"": [],
    ""constant"": true
  },
  ""E"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""publications"", ""discussions on the configuration of fission reaction chambers"", ""investigating nuclear reactions""],
    ""constant"": false
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""co-authored by one of the authors of Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"", ""within the realm of astrophysics or nuclear physics""],
    ""constant"": false
  }
}","{
  (""B"", ""A""): [""writes""],
  (""B"", ""ANSWER""): [""writes""],
  (""B"", ""E""): [""writes""],
  (""A"", ""C""): [""has_topic""],
  (""A"", ""D""): [""has_topic""],
  (""ANSWER"", ""C""): [""has_topic""],
  (""ANSWER"", ""D""): [""has_topic""],
  (""E"", ""C""): [""has_topic""],
  (""E"", ""D""): [""has_topic""]
}"
290,"What research papers investigating high-temperature diode performance have cited the paper ""The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation"", or have been cited by it?","{
  ""A"": {
    ""type"": [""paper""],
    ""lexical"": {""title"": ""The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation""},
    ""semantic"": [],
    ""constant"": true
  },
  ""B"": {
    ""type"": [""field_of_study""],
    ""lexical"": {""name"": ""high-temperature diode performance""},
    ""semantic"": [],
    ""constant"": true
  },
  ""ANSWER"": {
    ""type"": [""paper""],
    ""lexical"": {},
    ""semantic"": [""investigating high-temperature diode performance"", ""cited by The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation"", ""citing The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation""],
    ""constant"": false
  }
}","{
  (""A"", ""B""): [""has_topic""],
  (""A"", ""ANSWER""): [""cites"", ""cited""],
  (""ANSWER"", ""B""): [""has_topic""]
}"
