id,ground_truths,query,original_answers,reranked_answers,hit_at_1,hit_at_5,mrr,recall_at_20
10875,"[1526662, 1725066, 1355694, 1464912, 1462970]","Show me papers on low-temperature phenomena authored by the co-authors of the study ""Measurement of thermal conductivity and specific heat by impedance spectroscopy of Bi2Te3 thermoelectric element"".","[1355694, 1462970, 1818720, 1526662, 1464912, 1855468, 1716597, 1662247, 1386178, 1707763, 1617927, 1815781, 1513178, 1557690, 1735612, 1684936, 1442464, 1752760, 1694927, 1289312]","[1464912, 1386178, 1707763, 1617927, 1815781, 1513178, 1557690, 1735612, 1684936, 1442464, 1752760, 1694927, 1289312, 1355694, 1462970, 1818720, 1526662, 1855468, 1716597, 1662247]",1.0,1.0,1.0,0.8
10636,[1271732],Show me articles on using third derivatives to enhance velocity field reconstruction in the presence of noise from experimental data.,"[1271732, 1754650, 1552316, 1320588, 1268100, 1216810, 1386163, 1809767, 1246668, 1377694, 1713342, 1328055, 1743727, 1791003, 1556289, 1629619, 1698182, 1667156, 1283221, 1732455]","[1271732, 1320588, 1268100, 1216810, 1386163, 1809767, 1246668, 1713342, 1328055, 1556289, 1283221, 1732455, 1754650, 1552316, 1377694, 1743727, 1791003, 1629619, 1698182, 1667156]",1.0,1.0,1.0,1.0
11392,[1309084],Show me publications from the co-authors of 'Modulation of magnetotransport in asymmetrically coupled double quantum dot system' that also explore the two-stage Kondo effect.,"[1309084, 1827984, 1524412, 1673245, 1325372, 1759475, 1230847, 1641671, 1299113, 1281663, 1516700, 1616911, 1325229, 1563801, 1612203, 1433558, 1215181, 1186974, 1322156, 1702539]","[1309084, 1827984, 1524412, 1325372, 1759475, 1230847, 1641671, 1299113, 1281663, 1516700, 1325229, 1563801, 1612203, 1433558, 1215181, 1186974, 1322156, 1702539, 1673245, 1616911]",1.0,1.0,1.0,1.0
8469,[1189241],"Could you search for publications related to Dome shape, particularly those which contain data on resistivity measurements of BaFeAs thin films under pressure?","[1189241, 1282788, 1451036, 1531675, 1430031, 1693849, 1323656, 1242019, 1508004, 1216335, 1286665, 1246922, 1637013, 1505918, 1236108, 1388845, 1523110, 1456784, 1432715, 1623129]","[1189241, 1216335, 1286665, 1246922, 1637013, 1505918, 1236108, 1388845, 1523110, 1456784, 1432715, 1623129, 1282788, 1451036, 1531675, 1430031, 1693849, 1323656, 1242019, 1508004]",1.0,1.0,1.0,1.0
7879,"[1480984, 1378195]",Show me publications written by Fatemeh Ahmadi that investigate the impact of motion within gravitational fields on spin entanglement.,"[1480984, 1378195, 1185402, 1553810, 1545532, 1228375, 1520253, 1805590, 1179496, 1438249, 1219724, 1307602, 1829294, 1241879, 1677127, 1541523, 1491040, 1193652, 1465257, 1430591]","[1480984, 1378195, 1185402, 1553810, 1545532, 1228375, 1520253, 1805590, 1179496, 1438249, 1219724, 1307602, 1829294, 1241879, 1677127, 1541523, 1491040, 1193652, 1465257, 1430591]",1.0,1.0,1.0,1.0
5631,[1720929],"Could you locate papers that are co-authored by any author from 'A simple method for fabrication of graphene-silicon Schottky diode for photo-detection applications' that also specialize in the study of graphene for photovoltaic and photo-detection applications, paying particular attention to its usage in dye-sensitized solar cells?","[1382774, 1835557, 1239135, 1815988, 1230480, 1529050, 1729893, 1847186, 1437571, 1773537, 1714660, 1703176, 1301154, 1814912, 1746615, 1366394, 1212008, 1736473, 1311152, 1426703]","[1382774, 1835557, 1239135, 1815988, 1230480, 1529050, 1729893, 1847186, 1437571, 1773537, 1714660, 1703176, 1301154, 1814912, 1746615, 1366394, 1212008, 1736473, 1311152, 1426703]",0.0,0.0,0.0,0.0
6794,[1332862],Show me publications by Parker Wray that feature studies on mid-infrared photonic crystal waveguides.,"[1332862, 1485697, 1255762, 1459502, 1307796, 1810394, 1561098, 1447494, 1210877, 1303052, 1544786, 1287193, 1344207, 1767894, 1303630, 1416877, 1382665, 1444779, 1412331, 1395247]","[1332862, 1485697, 1459502, 1810394, 1561098, 1447494, 1210877, 1303052, 1544786, 1287193, 1344207, 1767894, 1303630, 1416877, 1382665, 1444779, 1412331, 1395247, 1255762, 1307796]",1.0,1.0,1.0,1.0
3851,[1396860],Please search for articles related to Approximate Entropy that analyze predictive information by deconstructing it into separate components from various time scales and embedding dimensions.,"[1339455, 1396860, 1799078, 1745812, 1315240, 1586882, 1510122, 1641937, 1610465, 1827734, 1532829, 1408754, 1630954, 1836728, 1402180, 1711928, 1764769, 1600775, 1637194, 1773719]","[1396860, 1402180, 1711928, 1637194, 1610465, 1315240, 1339455, 1799078, 1745812, 1586882, 1510122, 1641937, 1827734, 1532829, 1408754, 1630954, 1836728, 1764769, 1600775, 1773719]",1.0,1.0,1.0,1.0
3387,"[1609513, 1533738, 1614619]","What are some innovative wave energy converter design papers that mention a floating air bag and were referenced in the study titled ""Wave energy absorption by a floating air bag""?","[1719762, 1533738, 1609513, 1705078, 1614619, 1571310, 1466960, 1728802, 1764509, 1732316, 1291327, 1719991, 1641367, 1455079, 1816889, 1811534, 1533748, 1437651, 1474820, 1657264]","[1291327, 1641367, 1455079, 1816889, 1811534, 1533748, 1437651, 1474820, 1657264, 1719762, 1533738, 1609513, 1705078, 1614619, 1571310, 1466960, 1728802, 1764509, 1732316, 1719991]",0.0,0.0,0.09090909090909091,1.0
4951,"[1375872, 1315467, 1462950]","Are there any articles related to ""Problems with the Newton-Schrödinger equations"", that also have at least one same co-author, in the same discipline, discussing particle detection rates in non-inertial detectors? I am particularly seeking studies that draw correlations between the issues explored in the initial paper and detector behaviors in accelerating frames of reference.","[1753316, 1567901, 1223569, 1864426, 1394731, 1418128, 1289854, 1321007, 1709422, 1622222, 1191043, 1439209, 1339004, 1816198, 1829605, 1859634, 1515023, 1559063, 1768451, 1774967]","[1753316, 1394731, 1339004, 1829605, 1768451, 1864426, 1289854, 1321007, 1622222, 1439209, 1816198, 1859634, 1515023, 1559063, 1418128, 1709422, 1191043, 1774967, 1567901, 1223569]",0.0,0.0,0.0,0.0
8656,"[1277924, 1413493]",Show me publications by Martin Kronberg on cataclysmic variables in astronomical surveys.,"[1413493, 1292681, 1600518, 1279043, 1177823, 1453048, 1402717, 1436002, 1562325, 1277924, 1752460, 1336767, 1724366, 1265243, 1288743, 1376649, 1870566, 1585355, 1390974, 1462294]","[1600518, 1279043, 1177823, 1453048, 1402717, 1436002, 1562325, 1277924, 1752460, 1336767, 1724366, 1265243, 1288743, 1376649, 1870566, 1585355, 1390974, 1462294, 1413493, 1292681]",0.0,0.0,0.125,1.0
5190,[1380152],"Can you find papers published from 2010 onwards that discuss an innovative 3D solar wind model and reference the paper titled ""A polytropic model for the solar wind""?","[1731450, 1535854, 1218113, 1186819, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1360047, 1544499, 1518174, 1185491, 1230696, 1801164, 1395963, 1723265, 1577499, 1199619]","[1731450, 1218113, 1380152, 1277829, 1711912, 1542977, 1209768, 1185491, 1360047, 1230696, 1801164, 1395963, 1199619, 1535854, 1186819, 1563879, 1544499, 1518174, 1723265, 1577499]",0.0,1.0,0.3333333333333333,1.0
2150,"[1388741, 1283229]",Does Hohai University have any papers that study fish swimming using classical mechanics?,"[1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1283229, 1564260, 1689561, 1288765, 1648120, 1402421, 1273969, 1328626, 1700459, 1641837, 1271197, 1220632, 1283988, 1796261]","[1692311, 1774464, 1283229, 1564260, 1689561, 1288765, 1648120, 1273969, 1328626, 1700459, 1641837, 1271197, 1220632, 1283988, 1796261, 1862363, 1831473, 1525974, 1688993, 1402421]",0.0,1.0,0.3333333333333333,0.5
11389,"[1367745, 1690340, 1558149, 1593801, 1505545, 1703601, 1691098]","What research papers discussing magnetic nanoparticle delivery with a magnetic field are referenced by ""Determination of the force acting on biocompatible ferrofluid droplets in inhomogeneous magnetic field""?","[1593801, 1765949, 1691098, 1539189, 1367745, 1558149, 1505545, 1703601, 1714937, 1650148, 1287526, 1365201, 1671902, 1495810, 1690340, 1760303, 1556682, 1231443, 1180893, 1634342]","[1690340, 1593801, 1765949, 1691098, 1539189, 1367745, 1558149, 1505545, 1703601, 1714937, 1650148, 1365201, 1671902, 1760303, 1556682, 1231443, 1180893, 1634342, 1287526, 1495810]",1.0,1.0,1.0,1.0
10939,"[1622713, 1642562, 1622817]","Can you show me the papers that the research ""Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory"" has referenced, specifically those discussing robust synchronization and control?","[1190638, 1642562, 1355509, 1635350, 1622817, 1622713, 1182085, 1191115, 1184780, 1187844, 1642510, 1627922, 1193198, 1641080, 1311752, 1634856, 1626529, 1627908, 1191439, 1394387]","[1642562, 1355509, 1622817, 1622713, 1635350, 1182085, 1191115, 1184780, 1187844, 1642510, 1627922, 1193198, 1641080, 1311752, 1634856, 1627908, 1191439, 1394387, 1190638, 1626529]",1.0,1.0,1.0,1.0
8199,"[1510720, 1460161, 1524802, 1401221, 1728198, 1729419, 1312333, 1335604, 1385883, 1732316]",I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,"[1759930, 1729419, 1732316, 1684720, 1401221, 1385883, 1733409, 1524802, 1759923, 1609613, 1452353, 1593106, 1287030, 1241687, 1749895, 1597078, 1576447, 1613442, 1543396, 1335604]","[1732316, 1759930, 1401221, 1385883, 1593106, 1613442, 1733409, 1759923, 1609613, 1241687, 1749895, 1576447, 1543396, 1335604, 1729419, 1684720, 1524802, 1452353, 1287030, 1597078]",1.0,1.0,1.0,0.6
13138,[1179370],"Are there any papers discussing facial spectral reflectance biometrics, published by Texas AgriLife Research researchers between 2015?","[1179370, 1420412, 1799284, 1248505, 1327038, 1298154, 1344180, 1486188, 1633093, 1291403, 1241778, 1327010, 1398750, 1542483, 1688173, 1246930, 1276181, 1511063, 1531494, 1559663]","[1179370, 1420412, 1344180, 1241778, 1327010, 1542483, 1531494, 1799284, 1248505, 1327038, 1298154, 1486188, 1633093, 1291403, 1398750, 1688173, 1246930, 1276181, 1511063, 1559663]",1.0,1.0,1.0,1.0
8285,[1235237],Show all publications by Abdul Ghafoor on the topic of coupled heat and mass transfer.,"[1235237, 1379816, 1700003, 1307111, 1626492, 1699625, 1652287, 1412195, 1439791, 1290216, 1327610, 1202433, 1185388, 1708646, 1739350, 1180404, 1203318, 1317562, 1453949, 1456987]","[1327610, 1235237, 1379816, 1700003, 1307111, 1626492, 1699625, 1412195, 1739350, 1652287, 1439791, 1290216, 1202433, 1185388, 1708646, 1180404, 1203318, 1317562, 1453949, 1456987]",0.0,1.0,0.5,1.0
1248,"[1372010, 1564581]","Search for publications authored by the contributors of ""Binning is sinning: morphological light-curve distortions due to finite integration time"" particularly exploring the habitable zones of exomoons.","[1564581, 1475671, 1372010, 1764043, 1491310, 1611489, 1431082, 1579287, 1241962, 1204224, 1196644, 1793413, 1781546, 1355066, 1580660, 1261921, 1238248, 1274463, 1667797, 1371516]","[1564581, 1475671, 1372010, 1764043, 1491310, 1611489, 1431082, 1579287, 1241962, 1196644, 1793413, 1580660, 1261921, 1238248, 1274463, 1371516, 1204224, 1781546, 1355066, 1667797]",1.0,1.0,1.0,1.0
6729,"[1652449, 1844622]",Does any research from Okayama University study large-radius jet responses specifically within the scope of the ATLAS experiment at CERN?,"[1844622, 1591555, 1562462, 1570003, 1616568, 1642997, 1851069, 1684518, 1582621, 1550062, 1835451, 1616342, 1559565, 1582444, 1844522, 1433865, 1550428, 1620038, 1726263, 1540000]","[1591555, 1562462, 1570003, 1642997, 1684518, 1550062, 1835451, 1550428, 1844622, 1616568, 1851069, 1582621, 1616342, 1559565, 1582444, 1844522, 1433865, 1620038, 1726263, 1540000]",0.0,0.0,0.1111111111111111,0.5
8775,"[1684891, 1507173]",Show me publications by H. Floyd Davis on generating vacuum ultraviolet light.,"[1507173, 1684891, 1596056, 1532836, 1310052, 1550218, 1515520, 1384831, 1208888, 1252544, 1492056, 1586565, 1492830, 1467879, 1215954, 1338005, 1818404, 1278280, 1868982, 1259339]","[1507173, 1684891, 1596056, 1532836, 1310052, 1550218, 1515520, 1384831, 1208888, 1252544, 1492056, 1586565, 1492830, 1467879, 1215954, 1338005, 1818404, 1278280, 1868982, 1259339]",1.0,1.0,1.0,1.0
5712,"[1852091, 1785135]",Show me publications from coauthors of 'Formation of supermassive primordial black holes by Affleck-Dine mechanism' that explore the nonlinear implications of primordial black hole formation using the same mechanism.,"[1862381, 1617872, 1621525, 1636483, 1200266, 1186528, 1862765, 1796486, 1407597, 1326199, 1852091, 1781157, 1625918, 1787632, 1785135, 1594816, 1787545, 1406770, 1491809, 1282128]","[1796486, 1326199, 1852091, 1781157, 1625918, 1787632, 1785135, 1594816, 1787545, 1406770, 1491809, 1282128, 1862381, 1617872, 1621525, 1636483, 1200266, 1186528, 1862765, 1407597]",0.0,1.0,0.3333333333333333,1.0
372,"[1809107, 1767916]",Papers by Joonbum Park on the impact of stress on magnetic phase transitions,"[1212506, 1809107, 1375806, 1767916, 1196816, 1647688, 1779903, 1325254, 1654323, 1323265, 1539568, 1794220, 1747896, 1600883, 1716794, 1549224, 1802052, 1629106, 1662988, 1748587]","[1809107, 1767916, 1375806, 1539568, 1600883, 1716794, 1748587, 1212506, 1196816, 1647688, 1779903, 1325254, 1654323, 1323265, 1794220, 1747896, 1549224, 1802052, 1629106, 1662988]",1.0,1.0,1.0,1.0
12972,"[1633216, 1334166]","Looking for papers that either cited or were cited by ""Electronic, elastic, lattice dynamic and thermal conductivity properties of Na3OBr via first principles"", focusing particularly on those exploring negative thermal expansion materials similar to Na3OBr as studied in the aforementioned paper.","[1633216, 1334166, 1680643, 1748442, 1441828, 1319640, 1258553, 1700508, 1762331, 1512429, 1189717, 1484161, 1609480, 1633607, 1770927, 1656668, 1299781, 1228941, 1758205, 1182982]","[1633216, 1334166, 1680643, 1441828, 1258553, 1319640, 1484161, 1609480, 1633607, 1770927, 1656668, 1299781, 1228941, 1758205, 1182982, 1700508, 1748442, 1762331, 1512429, 1189717]",1.0,1.0,1.0,1.0
84,"[1736635, 1746629]",What other publications have been released by the authors of 'Synthesizing carbon nanotubes in space' investigating the dust particle size in active galactic nuclei based on data collected in 2017?,"[1870500, 1736635, 1746629, 1519862, 1523852, 1666113, 1510690, 1195525, 1330994, 1780253, 1455006, 1422356, 1199888, 1435343, 1228708, 1778868, 1616273, 1680815, 1870684, 1192259]","[1870500, 1736635, 1746629, 1519862, 1523852, 1666113, 1195525, 1330994, 1780253, 1455006, 1422356, 1199888, 1435343, 1228708, 1616273, 1680815, 1870684, 1192259, 1510690, 1778868]",0.0,1.0,0.5,1.0
10903,"[1775304, 1781011]","Show me papers exploring gamma-ray emitting active galactic nuclei as detected by high-energy astrophysics telescopes, that have a shared authorship with ""The Disappearance of a Narrow Mg II Absorption system in Quasar SDSS J165501.31+260517.4,"" and incorporate research using XMM-Newton data to study blazars.","[1708587, 1544992, 1558920, 1647923, 1617021, 1614364, 1368335, 1563541, 1326718, 1752563, 1529237, 1705299, 1556205, 1306831, 1527210, 1591797, 1574446, 1215192, 1821880, 1695933]","[1591797, 1708587, 1647923, 1617021, 1614364, 1368335, 1563541, 1326718, 1705299, 1556205, 1527210, 1574446, 1821880, 1695933, 1544992, 1558920, 1752563, 1529237, 1306831, 1215192]",0.0,0.0,0.0,0.0
6645,[1641317],"Can I find any research papers authored by the coauthors of ""Effect of Time Delay on Binary Signal Detection via a Bistable System"" that further explore the impact of time delay on signal detection performance?","[1641317, 1332234, 1189816, 1343493, 1743314, 1830332, 1486233, 1320336, 1301948, 1703807, 1309936, 1381900, 1393721, 1610193, 1362324, 1691607, 1329115, 1316580, 1702828, 1636004]","[1189816, 1301948, 1703807, 1309936, 1381900, 1393721, 1610193, 1362324, 1691607, 1329115, 1316580, 1702828, 1636004, 1641317, 1332234, 1343493, 1743314, 1830332, 1486233, 1320336]",0.0,0.0,0.07142857142857142,1.0
4598,[1516342],Are there any publications from Samsung Electro-Mechanics researchers that explore the analysis of spiral microcavity laser emission?,"[1371890, 1857948, 1231555, 1608216, 1371543, 1288510, 1504169, 1602351, 1238682, 1593202, 1285653, 1657672, 1265297, 1306073, 1522028, 1744638, 1490196, 1766438, 1414810, 1195367]","[1857948, 1231555, 1608216, 1371543, 1288510, 1504169, 1602351, 1238682, 1593202, 1285653, 1657672, 1265297, 1306073, 1522028, 1744638, 1490196, 1766438, 1414810, 1195367, 1371890]",0.0,0.0,0.0,0.0
2816,[1632318],"Looking for papers by co-authors of ""A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization"" that extend their discussion on radar and infrared stealth capabilities, based on their expertise in stealth technology development from their initial research.","[1632318, 1853010, 1275731, 1733027, 1572429, 1326817, 1207949, 1514640, 1310045, 1522762, 1839406, 1697392, 1837037, 1390907, 1422682, 1345588, 1488336, 1768517, 1818676, 1791043]","[1733027, 1853010, 1514640, 1310045, 1522762, 1697392, 1207949, 1839406, 1837037, 1390907, 1422682, 1488336, 1768517, 1818676, 1791043, 1345588, 1632318, 1275731, 1572429, 1326817]",0.0,0.0,0.058823529411764705,1.0
11877,[1305225],Find all papers from Keiser University examining the analysis of current flow through droplets.,"[1572486, 1195273, 1305748, 1475506, 1563304, 1693618, 1789618, 1837461, 1436141, 1564487, 1791982, 1588097, 1440357, 1624675, 1687390, 1404637, 1262902, 1515607, 1247684, 1474075]","[1564487, 1791982, 1588097, 1624675, 1687390, 1404637, 1262902, 1515607, 1247684, 1474075, 1572486, 1195273, 1305748, 1475506, 1563304, 1693618, 1789618, 1837461, 1436141, 1440357]",0.0,0.0,0.0,0.0
9753,"[1570867, 1565075, 1557183]","Search for publications cited by ""The ATLAS3D project - XIX. The hot gas content of early-type galaxies: fast versus slow rotators"" that also explore the alignment of kinematic and photometric axes in early-type galaxies.","[1565075, 1590367, 1748986, 1346153, 1562768, 1410034, 1518696, 1589490, 1557183, 1570867, 1792253, 1483262, 1556813, 1508236, 1731248, 1567206, 1551707, 1613303, 1401689, 1669279]","[1613303, 1401689, 1410034, 1565075, 1562768, 1589490, 1557183, 1792253, 1483262, 1556813, 1508236, 1731248, 1567206, 1551707, 1669279, 1590367, 1748986, 1346153, 1518696, 1570867]",0.0,1.0,0.25,1.0
11846,[1331482],Are there any papers by the Singapore Ministry of Health researchers on quick gamma correction methods in medical imaging?,"[1495063, 1331482, 1372652, 1428613, 1630628, 1265914, 1601200, 1370700, 1462877, 1431037, 1465306, 1224827, 1223919, 1179903, 1454203, 1248449, 1374585, 1374648, 1542185, 1454381]","[1495063, 1331482, 1372652, 1428613, 1370700, 1462877, 1431037, 1465306, 1179903, 1454203, 1248449, 1374585, 1542185, 1454381, 1630628, 1265914, 1601200, 1224827, 1223919, 1374648]",0.0,1.0,0.5,1.0
9572,"[1708615, 1764968, 1776890, 1741425, 1804789, 1742874, 1839454]",Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,"[1742874, 1524655, 1850243, 1517852, 1508054, 1253288, 1489168, 1266941, 1297279, 1344825, 1505897, 1182266, 1275900, 1703188, 1249920, 1395135, 1317440, 1624593, 1506301, 1676929]","[1742874, 1517852, 1508054, 1253288, 1489168, 1266941, 1297279, 1344825, 1182266, 1703188, 1249920, 1395135, 1317440, 1624593, 1524655, 1850243, 1505897, 1275900, 1506301, 1676929]",1.0,1.0,1.0,0.14285714285714285
1841,"[1321561, 1470387, 1367293, 1306430]","What other research papers discussing superconducting characteristics have referenced or been referenced in the study ""The Effect of Silver Inclusion on Superconducting Properties of YBa 2 Cu 3 O y Prepared Using Planetary Ball Milling""?","[1848942, 1196158, 1205684, 1592224, 1443717, 1373806, 1454116, 1629699, 1772839, 1666515, 1626150, 1298908, 1367649, 1367293, 1814315, 1306430, 1233529, 1430432, 1470387, 1321561]","[1298908, 1367649, 1848942, 1373806, 1454116, 1196158, 1205684, 1592224, 1629699, 1772839, 1666515, 1626150, 1367293, 1814315, 1306430, 1233529, 1430432, 1470387, 1321561, 1443717]",0.0,0.0,0.07692307692307693,1.0
12036,[1528400],"Which publications from the co-authors of ""Nighttime E region plasma irregularities over an equatorial station Trivandrum"" also delve into in situ electron density measurements?","[1858261, 1522091, 1235613, 1658688, 1834730, 1558259, 1586905, 1346832, 1238452, 1221580, 1528400, 1503011, 1407588, 1383899, 1221686, 1239750, 1299368, 1353149, 1418016, 1496430]","[1858261, 1522091, 1235613, 1658688, 1834730, 1558259, 1586905, 1346832, 1238452, 1221580, 1528400, 1503011, 1407588, 1383899, 1221686, 1239750, 1299368, 1353149, 1418016, 1496430]",0.0,0.0,0.09090909090909091,1.0
8361,"[1522539, 1865413, 1187135]","Can you show me other research studies that have explored spatial control of inhomogeneous broadening to modify the properties of quantum well structures using ion irradiation, similar to what's covered in ""Ion-beam-assisted spatial modulation of inhomogeneous broadening of a quantum well resonance: excitonic diffraction grating""?","[1683791, 1865413, 1371138, 1869142, 1465303, 1375450, 1470992, 1655686, 1264556, 1434410, 1395117, 1311089, 1505851, 1427022, 1628179, 1705964, 1399396, 1737808, 1770977, 1832987]","[1683791, 1865413, 1371138, 1869142, 1465303, 1375450, 1470992, 1655686, 1264556, 1434410, 1395117, 1311089, 1505851, 1427022, 1628179, 1705964, 1399396, 1737808, 1770977, 1832987]",0.0,1.0,0.5,0.3333333333333333
7502,[1321544],Are there any research articles or publications affiliated with Core Laboratories exploring the impact of stress on magnetic characteristics in the context of magnetic circuits?,"[1321544, 1177202, 1403550, 1390505, 1545401, 1324922, 1663844, 1216608, 1531038, 1466625, 1603042, 1387244, 1667674, 1212754, 1658151, 1538154, 1414369, 1438182, 1475729, 1673038]","[1321544, 1177202, 1403550, 1390505, 1545401, 1324922, 1663844, 1216608, 1531038, 1466625, 1603042, 1387244, 1667674, 1212754, 1658151, 1538154, 1414369, 1438182, 1475729, 1673038]",1.0,1.0,1.0,1.0
6531,[1325187],"Can you locate articles with a common co-author to ""Point contact spectroscopy of Nb3Sn crystals: Evidence of a CDW gap related to the martensitic transition"", which also explore superconducting properties under high pressure circumstances in a similar field of study?","[1316715, 1817067, 1536009, 1818356, 1648814, 1225146, 1692118, 1870741, 1583792, 1642889, 1479588, 1372602, 1570441, 1477800, 1313228, 1542792, 1335407, 1325187, 1820886, 1329528]","[1817067, 1692118, 1583792, 1642889, 1316715, 1313228, 1818356, 1335407, 1325187, 1329528, 1536009, 1648814, 1225146, 1870741, 1479588, 1372602, 1570441, 1477800, 1542792, 1820886]",0.0,0.0,0.1111111111111111,1.0
3101,"[1482144, 1772481, 1193386, 1452398, 1718675]","Can you show me the papers that the ""InAs/GaSb superlattice interband cascade light emitting diodes with high output power and high wall-plug efficiency"" cites which also exhibit high-temperature ICIP performance as described and utilized in this paper?","[1749270, 1733383, 1788923, 1861708, 1591058, 1733116, 1718675, 1452398, 1617178, 1201011, 1729755, 1526668, 1193386, 1769212, 1582589, 1477055, 1807206, 1757722, 1482144, 1772481]","[1733383, 1788923, 1861708, 1591058, 1733116, 1718675, 1452398, 1617178, 1201011, 1729755, 1526668, 1193386, 1769212, 1582589, 1477055, 1807206, 1757722, 1482144, 1772481, 1749270]",0.0,0.0,0.16666666666666666,1.0
9412,[1656841],What are some publications by the Research Council of Norway that discuss the capabilities of the Timepix3 detector?,"[1291185, 1642567, 1685446, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1556150, 1654070, 1324502, 1573360, 1421988]","[1642567, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1556150, 1654070, 1324502, 1573360, 1421988, 1291185, 1685446]",0.0,0.0,0.0,0.0
12017,"[1608952, 1264355, 1331695, 1466832, 1601684, 1659926, 1487512, 1574396, 1615838]","Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.","[1384323, 1237761, 1568804, 1232341, 1499773, 1623750, 1543896, 1424800, 1608951, 1554692, 1383122, 1493236, 1869129, 1573896, 1495511, 1343950, 1691438, 1376534, 1539149, 1769801]","[1384323, 1237761, 1568804, 1232341, 1499773, 1623750, 1424800, 1608951, 1554692, 1383122, 1493236, 1869129, 1573896, 1495511, 1343950, 1691438, 1539149, 1769801, 1543896, 1376534]",0.0,0.0,0.0,0.0
290,"[1629650, 1636573]","What research papers investigating high-temperature diode performance have cited the paper ""The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation"", or have been cited by it?","[1629650, 1636573, 1188715, 1191025, 1642862, 1603242, 1386913, 1617070, 1242905, 1243086, 1200640, 1544686, 1453390, 1369905, 1220112, 1190963, 1775778, 1308310, 1280121, 1670913]","[1636573, 1629650, 1642862, 1603242, 1386913, 1617070, 1242905, 1243086, 1200640, 1544686, 1453390, 1369905, 1220112, 1190963, 1775778, 1308310, 1280121, 1670913, 1188715, 1191025]",1.0,1.0,1.0,1.0
12097,"[1598185, 1454075]","Are there any papers with a shared authorship on ""Ploughing friction on wet and dry sand"", within the same research domain, that also explore the turbulence structure in complex fluids?","[1598185, 1843823, 1454075, 1566792, 1841453, 1827250, 1462350, 1599744, 1423700, 1173976, 1732419, 1501381, 1435078, 1685377, 1562336, 1602565, 1600232, 1617525, 1366415, 1786561]","[1598185, 1843823, 1454075, 1566792, 1841453, 1827250, 1462350, 1599744, 1423700, 1173976, 1732419, 1501381, 1435078, 1685377, 1562336, 1602565, 1600232, 1617525, 1366415, 1786561]",1.0,1.0,1.0,1.0
6870,"[1491648, 1185632, 1447781]",Could you find me the publications written by Zi-Yu Chen that delve into the experimental results of laser wakefield acceleration?,"[1578689, 1868585, 1588761, 1468057, 1451208, 1645753, 1317897, 1358614, 1509184, 1483187, 1617630, 1743426, 1714679, 1713104, 1770316, 1473709, 1585816, 1856293, 1493446, 1779288]","[1578689, 1868585, 1588761, 1468057, 1451208, 1645753, 1317897, 1358614, 1509184, 1483187, 1617630, 1743426, 1714679, 1713104, 1770316, 1473709, 1585816, 1856293, 1493446, 1779288]",0.0,0.0,0.0,0.0
2597,[1408997],"Are there any studies from the University of Louisiana at Monroe exploring the field of Mesoscale convective complex, particularly those comparing observed and simulated storm profiles?","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1393156, 1725045, 1416115, 1285275, 1571140, 1175266, 1711758, 1747845, 1319365, 1616179, 1585579, 1711464, 1285326, 1282623]","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1393156, 1725045, 1416115, 1285275, 1571140, 1175266, 1711758, 1747845, 1319365, 1616179, 1585579, 1711464, 1285326, 1282623]",1.0,1.0,1.0,1.0
7878,"[1209682, 1377055]",Publications by Northern Research Institute on radar imaging of auroral phenomena,"[1348989, 1206730, 1352542, 1570627, 1711553, 1565475, 1652532, 1458861, 1556255, 1294010, 1300391, 1483830, 1537004, 1595677, 1833082, 1306868, 1752202, 1798867, 1383142, 1286503]","[1348989, 1206730, 1352542, 1570627, 1458861, 1556255, 1300391, 1483830, 1595677, 1798867, 1286503, 1711553, 1565475, 1652532, 1294010, 1537004, 1833082, 1306868, 1752202, 1383142]",0.0,0.0,0.0,0.0
