id,ground_truths,query,original_answers,reranked_answers
6794,[1332862],Show me publications by Parker Wray that feature studies on mid-infrared photonic crystal waveguides.,"[1332862, 1485697, 1255762, 1459502, 1307796, 1810394, 1561098, 1447494, 1210877, 1303052, 1544786, 1287193, 1344207, 1767894, 1303630, 1222102, 1412647, 1511505, 1211449, 1514287]","[1332862, 1485697, 1810394, 1544786, 1287193, 1767894, 1303630, 1222102, 1412647, 1211449, 1514287, 1255762, 1459502, 1307796, 1561098, 1447494, 1210877, 1303052, 1344207, 1511505]"
3851,[1396860],Please search for articles related to Approximate Entropy that analyze predictive information by deconstructing it into separate components from various time scales and embedding dimensions.,"[1339455, 1396860, 1799078, 1745812, 1315240, 1586882, 1510122, 1641937, 1610465, 1827734, 1532829, 1408754, 1630954, 1836728, 1402180, 1757088, 1748813, 1614168, 1664812, 1701253]","[1396860, 1610465, 1827734, 1532829, 1408754, 1630954, 1836728, 1402180, 1757088, 1748813, 1614168, 1664812, 1701253, 1315240, 1339455, 1799078, 1745812, 1586882, 1510122, 1641937]"
3387,"[1609513, 1533738, 1614619]","What are some innovative wave energy converter design papers that mention a floating air bag and were referenced in the study titled ""Wave energy absorption by a floating air bag""?","[1719762, 1533738, 1609513, 1705078, 1614619, 1571310, 1466960, 1728802, 1764509, 1732316, 1291327, 1719991, 1641367, 1455079, 1816889, 1400566, 1569003, 1351324, 1314641, 1277733]","[1719762, 1533738, 1609513, 1705078, 1614619, 1571310, 1466960, 1728802, 1764509, 1732316, 1719991, 1400566, 1291327, 1641367, 1455079, 1816889, 1569003, 1351324, 1314641, 1277733]"
4951,"[1375872, 1315467, 1462950]","Are there any articles related to ""Problems with the Newton-Schrödinger equations"", that also have at least one same co-author, in the same discipline, discussing particle detection rates in non-inertial detectors? I am particularly seeking studies that draw correlations between the issues explored in the initial paper and detector behaviors in accelerating frames of reference.","[1753316, 1567901, 1223569, 1864426, 1394731, 1418128, 1289854, 1321007, 1709422, 1622222, 1191043, 1439209, 1339004, 1816198, 1829605, 1427370, 1508654, 1416605, 1559063, 1212266]","[1753316, 1567901, 1223569, 1864426, 1394731, 1418128, 1289854, 1321007, 1709422, 1622222, 1191043, 1439209, 1339004, 1816198, 1829605, 1427370, 1508654, 1416605, 1559063, 1212266]"
8656,"[1277924, 1413493]",Show me publications by Martin Kronberg on cataclysmic variables in astronomical surveys.,"[1413493, 1292681, 1600518, 1279043, 1177823, 1453048, 1402717, 1436002, 1562325, 1277924, 1752460, 1336767, 1724366, 1265243, 1288743, 1238304, 1704171, 1699013, 1865554, 1683456]","[1413493, 1292681, 1600518, 1279043, 1177823, 1453048, 1402717, 1436002, 1562325, 1277924, 1752460, 1336767, 1724366, 1265243, 1288743, 1238304, 1699013, 1865554, 1683456, 1704171]"
5190,[1380152],"Can you find papers published from 2010 onwards that discuss an innovative 3D solar wind model and reference the paper titled ""A polytropic model for the solar wind""?","[1731450, 1535854, 1218113, 1186819, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1360047, 1544499, 1518174, 1185491, 1230696, 1530139, 1398385, 1645968, 1605773, 1835850]","[1731450, 1218113, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1360047, 1544499, 1185491, 1530139, 1398385, 1645968, 1605773, 1835850, 1535854, 1186819, 1518174, 1230696]"
2150,"[1388741, 1283229]",Does Hohai University have any papers that study fish swimming using classical mechanics?,"[1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1283229, 1564260, 1689561, 1288765, 1648120, 1402421, 1273969, 1328626, 1700459, 1809696, 1283599, 1271197, 1541740, 1772386]","[1283229, 1564260, 1288765, 1648120, 1402421, 1273969, 1328626, 1700459, 1809696, 1283599, 1271197, 1541740, 1772386, 1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1689561]"
11389,"[1367745, 1690340, 1558149, 1593801, 1505545, 1703601, 1691098]","What research papers discussing magnetic nanoparticle delivery with a magnetic field are referenced by ""Determination of the force acting on biocompatible ferrofluid droplets in inhomogeneous magnetic field""?","[1593801, 1765949, 1691098, 1539189, 1367745, 1558149, 1505545, 1703601, 1714937, 1650148, 1287526, 1365201, 1671902, 1495810, 1690340, 1495108, 1560539, 1608718, 1453376, 1514009]","[1514009, 1593801, 1691098, 1539189, 1367745, 1558149, 1505545, 1703601, 1714937, 1650148, 1287526, 1365201, 1671902, 1690340, 1495108, 1560539, 1608718, 1765949, 1495810, 1453376]"
10939,"[1622713, 1642562, 1622817]","Can you show me the papers that the research ""Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory"" has referenced, specifically those discussing robust synchronization and control?","[1190638, 1642562, 1355509, 1635350, 1622817, 1622713, 1182085, 1191115, 1184780, 1187844, 1642510, 1627922, 1193198, 1641080, 1311752, 1639139, 1626971, 1477426, 1628983, 1388764]","[1622713, 1642510, 1628983, 1190638, 1642562, 1355509, 1635350, 1622817, 1182085, 1187844, 1641080, 1639139, 1477426, 1388764, 1626971, 1191115, 1184780, 1627922, 1193198, 1311752]"
8199,"[1510720, 1460161, 1524802, 1401221, 1728198, 1729419, 1312333, 1335604, 1385883, 1732316]",I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,"[1759930, 1729419, 1732316, 1684720, 1401221, 1385883, 1733409, 1524802, 1759923, 1609613, 1452353, 1593106, 1287030, 1241687, 1749895, 1460161, 1592039, 1582633, 1564373, 1556322]","[1385883, 1524802, 1759930, 1729419, 1732316, 1684720, 1401221, 1733409, 1759923, 1609613, 1593106, 1241687, 1460161, 1582633, 1564373, 1556322, 1452353, 1287030, 1749895, 1592039]"
13138,[1179370],"Are there any papers discussing facial spectral reflectance biometrics, published by Texas AgriLife Research researchers between 2015?","[1179370, 1420412, 1799284, 1248505, 1327038, 1298154, 1344180, 1486188, 1633093, 1291403, 1241778, 1327010, 1398750, 1542483, 1688173, 1524387, 1299339, 1869823, 1841541, 1174177]","[1179370, 1420412, 1248505, 1298154, 1344180, 1486188, 1633093, 1291403, 1241778, 1327010, 1542483, 1688173, 1524387, 1299339, 1869823, 1841541, 1174177, 1799284, 1327038, 1398750]"
8285,[1235237],Show all publications by Abdul Ghafoor on the topic of coupled heat and mass transfer.,"[1235237, 1379816, 1700003, 1307111, 1626492, 1699625, 1652287, 1412195, 1439791, 1290216, 1327610, 1202433, 1185388, 1708646, 1739350, 1748242, 1846303, 1416373, 1576379, 1431116]","[1235237, 1379816, 1700003, 1307111, 1626492, 1699625, 1290216, 1327610, 1202433, 1185388, 1708646, 1739350, 1748242, 1846303, 1416373, 1576379, 1431116, 1652287, 1412195, 1439791]"
1248,"[1372010, 1564581]","Search for publications authored by the contributors of ""Binning is sinning: morphological light-curve distortions due to finite integration time"" particularly exploring the habitable zones of exomoons.","[1564581, 1475671, 1372010, 1764043, 1491310, 1611489, 1431082, 1579287, 1241962, 1204224, 1196644, 1793413, 1781546, 1355066, 1580660, 1555996, 1327962, 1182540, 1868144, 1523072]","[1564581, 1475671, 1372010, 1764043, 1491310, 1611489, 1431082, 1241962, 1204224, 1196644, 1793413, 1781546, 1355066, 1555996, 1327962, 1182540, 1868144, 1523072, 1579287, 1580660]"
6729,"[1652449, 1844622]",Does any research from Okayama University study large-radius jet responses specifically within the scope of the ATLAS experiment at CERN?,"[1844622, 1591555, 1562462, 1570003, 1616568, 1642997, 1851069, 1684518, 1582621, 1550062, 1835451, 1616342, 1559565, 1582444, 1844522, 1596552, 1445472, 1566863, 1577270, 1571200]","[1844622, 1570003, 1851069, 1684518, 1550062, 1835451, 1616342, 1559565, 1844522, 1596552, 1591555, 1562462, 1616568, 1642997, 1582621, 1582444, 1445472, 1566863, 1577270, 1571200]"
8775,"[1684891, 1507173]",Show me publications by H. Floyd Davis on generating vacuum ultraviolet light.,"[1507173, 1684891, 1596056, 1532836, 1310052, 1550218, 1515520, 1384831, 1208888, 1252544, 1492056, 1586565, 1492830, 1467879, 1215954, 1291579, 1447985, 1539661, 1811784, 1616742]","[1507173, 1684891, 1596056, 1532836, 1310052, 1550218, 1384831, 1208888, 1252544, 1492056, 1586565, 1492830, 1215954, 1291579, 1447985, 1811784, 1616742, 1515520, 1467879, 1539661]"
5712,"[1852091, 1785135]",Show me publications from coauthors of 'Formation of supermassive primordial black holes by Affleck-Dine mechanism' that explore the nonlinear implications of primordial black hole formation using the same mechanism.,"[1862381, 1617872, 1621525, 1636483, 1200266, 1186528, 1862765, 1796486, 1407597, 1326199, 1852091, 1781157, 1625918, 1787632, 1785135, 1820675, 1487428, 1743938, 1227225, 1650258]","[1636483, 1326199, 1852091, 1781157, 1625918, 1787632, 1785135, 1820675, 1487428, 1743938, 1227225, 1650258, 1862381, 1617872, 1621525, 1200266, 1186528, 1862765, 1796486, 1407597]"
372,"[1809107, 1767916]",Papers by Joonbum Park on the impact of stress on magnetic phase transitions,"[1212506, 1809107, 1375806, 1767916, 1196816, 1647688, 1779903, 1325254, 1654323, 1323265, 1539568, 1794220, 1747896, 1600883, 1716794, 1399094, 1415328, 1426198, 1337965, 1716986]","[1809107, 1767916, 1375806, 1323265, 1539568, 1794220, 1747896, 1600883, 1716794, 1399094, 1415328, 1426198, 1337965, 1716986, 1212506, 1196816, 1647688, 1779903, 1325254, 1654323]"
12972,"[1633216, 1334166]","Looking for papers that either cited or were cited by ""Electronic, elastic, lattice dynamic and thermal conductivity properties of Na3OBr via first principles"", focusing particularly on those exploring negative thermal expansion materials similar to Na3OBr as studied in the aforementioned paper.","[1633216, 1334166, 1680643, 1748442, 1441828, 1319640, 1258553, 1700508, 1762331, 1512429, 1189717, 1484161, 1609480, 1633607, 1770927, 1860474, 1255398, 1181335, 1685133, 1399618]","[1633216, 1748442, 1334166, 1680643, 1441828, 1258553, 1319640, 1762331, 1484161, 1860474, 1399618, 1770927, 1700508, 1512429, 1189717, 1609480, 1633607, 1255398, 1181335, 1685133]"
84,"[1736635, 1746629]",What other publications have been released by the authors of 'Synthesizing carbon nanotubes in space' investigating the dust particle size in active galactic nuclei based on data collected in 2017?,"[1870500, 1736635, 1746629, 1519862, 1523852, 1666113, 1510690, 1195525, 1330994, 1780253, 1455006, 1422356, 1199888, 1435343, 1228708, 1763800, 1379142, 1803192, 1781921, 1851034]","[1666113, 1199888, 1803192, 1781921, 1870500, 1736635, 1746629, 1519862, 1523852, 1510690, 1195525, 1330994, 1780253, 1455006, 1422356, 1435343, 1228708, 1763800, 1379142, 1851034]"
10903,"[1775304, 1781011]","Show me papers exploring gamma-ray emitting active galactic nuclei as detected by high-energy astrophysics telescopes, that have a shared authorship with ""The Disappearance of a Narrow Mg II Absorption system in Quasar SDSS J165501.31+260517.4,"" and incorporate research using XMM-Newton data to study blazars.","[1708587, 1544992, 1558920, 1647923, 1617021, 1614364, 1368335, 1563541, 1326718, 1752563, 1529237, 1705299, 1556205, 1306831, 1527210, 1439710, 1249239, 1433092, 1636896, 1197949]","[1708587, 1544992, 1558920, 1617021, 1614364, 1326718, 1752563, 1529237, 1556205, 1249239, 1433092, 1197949, 1527210, 1647923, 1368335, 1563541, 1705299, 1306831, 1439710, 1636896]"
6645,[1641317],"Can I find any research papers authored by the coauthors of ""Effect of Time Delay on Binary Signal Detection via a Bistable System"" that further explore the impact of time delay on signal detection performance?","[1641317, 1332234, 1189816, 1343493, 1743314, 1830332, 1486233, 1320336, 1301948, 1703807, 1309936, 1381900, 1393721, 1610193, 1362324, 1409535, 1660541, 1521017, 1498236, 1540490]","[1641317, 1332234, 1189816, 1830332, 1486233, 1301948, 1309936, 1381900, 1393721, 1610193, 1362324, 1409535, 1660541, 1521017, 1498236, 1540490, 1343493, 1743314, 1320336, 1703807]"
4598,[1516342],Are there any publications from Samsung Electro-Mechanics researchers that explore the analysis of spiral microcavity laser emission?,"[1371890, 1857948, 1231555, 1608216, 1371543, 1288510, 1504169, 1602351, 1238682, 1593202, 1285653, 1657672, 1265297, 1306073, 1522028, 1516342, 1383855, 1372507, 1378472, 1402968]","[1516342, 1372507, 1371890, 1857948, 1231555, 1288510, 1504169, 1602351, 1238682, 1593202, 1285653, 1657672, 1306073, 1608216, 1371543, 1265297, 1522028, 1383855, 1378472, 1402968]"
2816,[1632318],"Looking for papers by co-authors of ""A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization"" that extend their discussion on radar and infrared stealth capabilities, based on their expertise in stealth technology development from their initial research.","[1632318, 1853010, 1275731, 1733027, 1572429, 1326817, 1207949, 1514640, 1310045, 1522762, 1839406, 1697392, 1837037, 1390907, 1422682, 1303052, 1452607, 1773676, 1405840, 1314527]","[1733027, 1405840, 1853010, 1207949, 1514640, 1310045, 1522762, 1390907, 1773676, 1839406, 1697392, 1837037, 1452607, 1314527, 1422682, 1632318, 1275731, 1572429, 1326817, 1303052]"
11877,[1305225],Find all papers from Keiser University examining the analysis of current flow through droplets.,"[1572486, 1195273, 1305748, 1475506, 1563304, 1693618, 1789618, 1837461, 1436141, 1564487, 1791982, 1588097, 1440357, 1624675, 1687390, 1496723, 1175272, 1515968, 1204204, 1280315]","[1837461, 1564487, 1791982, 1588097, 1440357, 1624675, 1687390, 1496723, 1175272, 1515968, 1204204, 1280315, 1572486, 1195273, 1305748, 1475506, 1563304, 1693618, 1789618, 1436141]"
9753,"[1570867, 1565075, 1557183]","Search for publications cited by ""The ATLAS3D project - XIX. The hot gas content of early-type galaxies: fast versus slow rotators"" that also explore the alignment of kinematic and photometric axes in early-type galaxies.","[1565075, 1590367, 1748986, 1346153, 1562768, 1410034, 1518696, 1589490, 1557183, 1570867, 1792253, 1483262, 1556813, 1508236, 1731248, 1564695, 1268649, 1563162, 1581679, 1373805]","[1565075, 1590367, 1748986, 1346153, 1562768, 1410034, 1518696, 1589490, 1557183, 1570867, 1792253, 1483262, 1556813, 1508236, 1731248, 1564695, 1268649, 1563162, 1581679, 1373805]"
11846,[1331482],Are there any papers by the Singapore Ministry of Health researchers on quick gamma correction methods in medical imaging?,"[1495063, 1331482, 1372652, 1428613, 1630628, 1265914, 1601200, 1370700, 1462877, 1431037, 1465306, 1224827, 1223919, 1179903, 1454203, 1272179, 1545421, 1437853, 1728601, 1667627]","[1331482, 1495063, 1372652, 1428613, 1630628, 1265914, 1601200, 1370700, 1462877, 1431037, 1465306, 1224827, 1223919, 1179903, 1454203, 1272179, 1545421, 1437853, 1728601, 1667627]"
9572,"[1708615, 1764968, 1776890, 1741425, 1804789, 1742874, 1839454]",Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,"[1742874, 1524655, 1850243, 1517852, 1508054, 1253288, 1489168, 1266941, 1297279, 1344825, 1505897, 1182266, 1275900, 1703188, 1249920, 1805475, 1867063, 1633149, 1568319, 1765609]","[1867063, 1742874, 1517852, 1508054, 1253288, 1344825, 1182266, 1633149, 1524655, 1850243, 1489168, 1266941, 1297279, 1505897, 1275900, 1703188, 1249920, 1805475, 1568319, 1765609]"
1841,"[1321561, 1470387, 1367293, 1306430]","What other research papers discussing superconducting characteristics have referenced or been referenced in the study ""The Effect of Silver Inclusion on Superconducting Properties of YBa 2 Cu 3 O y Prepared Using Planetary Ball Milling""?","[1848942, 1196158, 1205684, 1592224, 1443717, 1373806, 1454116, 1629699, 1772839, 1666515, 1626150, 1298908, 1367649, 1367293, 1814315, 1531498, 1788100, 1651542, 1805521, 1321561]","[1772839, 1373806, 1629699, 1592224, 1454116, 1848942, 1196158, 1205684, 1443717, 1666515, 1626150, 1298908, 1367649, 1367293, 1814315, 1531498, 1788100, 1651542, 1805521, 1321561]"
12036,[1528400],"Which publications from the co-authors of ""Nighttime E region plasma irregularities over an equatorial station Trivandrum"" also delve into in situ electron density measurements?","[1858261, 1522091, 1235613, 1658688, 1834730, 1558259, 1586905, 1346832, 1238452, 1221580, 1528400, 1503011, 1407588, 1383899, 1221686, 1682081, 1686226, 1591541, 1247794, 1218524]","[1528400, 1858261, 1522091, 1235613, 1658688, 1558259, 1346832, 1221580, 1503011, 1407588, 1383899, 1221686, 1682081, 1686226, 1591541, 1247794, 1218524, 1834730, 1586905, 1238452]"
8361,"[1522539, 1865413, 1187135]","Can you show me other research studies that have explored spatial control of inhomogeneous broadening to modify the properties of quantum well structures using ion irradiation, similar to what's covered in ""Ion-beam-assisted spatial modulation of inhomogeneous broadening of a quantum well resonance: excitonic diffraction grating""?","[1683791, 1865413, 1371138, 1869142, 1465303, 1375450, 1470992, 1655686, 1264556, 1434410, 1395117, 1311089, 1505851, 1427022, 1628179, 1187135, 1363190, 1733533, 1382632, 1823107]","[1865413, 1683791, 1371138, 1465303, 1375450, 1470992, 1655686, 1264556, 1434410, 1395117, 1311089, 1505851, 1427022, 1628179, 1187135, 1363190, 1733533, 1382632, 1823107, 1869142]"
7502,[1321544],Are there any research articles or publications affiliated with Core Laboratories exploring the impact of stress on magnetic characteristics in the context of magnetic circuits?,"[1321544, 1177202, 1403550, 1390505, 1545401, 1324922, 1663844, 1216608, 1531038, 1466625, 1603042, 1387244, 1667674, 1212754, 1658151, 1399094, 1561020, 1728216, 1650488, 1522365]","[1321544, 1177202, 1403550, 1390505, 1545401, 1531038, 1667674, 1399094, 1650488, 1522365, 1324922, 1663844, 1216608, 1466625, 1603042, 1387244, 1212754, 1658151, 1561020, 1728216]"
6531,[1325187],"Can you locate articles with a common co-author to ""Point contact spectroscopy of Nb3Sn crystals: Evidence of a CDW gap related to the martensitic transition"", which also explore superconducting properties under high pressure circumstances in a similar field of study?","[1316715, 1817067, 1536009, 1818356, 1648814, 1225146, 1692118, 1870741, 1583792, 1642889, 1479588, 1372602, 1570441, 1477800, 1313228, 1329528, 1201292, 1618984, 1472797, 1841687]","[1817067, 1583792, 1618984, 1472797, 1316715, 1818356, 1648814, 1313228, 1225146, 1692118, 1642889, 1479588, 1477800, 1536009, 1870741, 1372602, 1570441, 1329528, 1201292, 1841687]"
3101,"[1482144, 1772481, 1193386, 1452398, 1718675]","Can you show me the papers that the ""InAs/GaSb superlattice interband cascade light emitting diodes with high output power and high wall-plug efficiency"" cites which also exhibit high-temperature ICIP performance as described and utilized in this paper?","[1749270, 1733383, 1788923, 1861708, 1591058, 1733116, 1718675, 1452398, 1617178, 1201011, 1729755, 1526668, 1193386, 1769212, 1582589, 1680529, 1804324, 1730160, 1515172, 1549357]","[1749270, 1733383, 1861708, 1591058, 1733116, 1718675, 1452398, 1617178, 1729755, 1526668, 1582589, 1788923, 1201011, 1193386, 1769212, 1680529, 1804324, 1730160, 1515172, 1549357]"
9412,[1656841],What are some publications by the Research Council of Norway that discuss the capabilities of the Timepix3 detector?,"[1291185, 1642567, 1685446, 1738136, 1599731, 1480253, 1239409, 1709813, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1792207, 1371894, 1717678, 1841761, 1757319]","[1738136, 1480253, 1239409, 1717864, 1320812, 1490465, 1805283, 1835131, 1419894, 1655217, 1792207, 1371894, 1717678, 1841761, 1757319, 1291185, 1642567, 1685446, 1599731, 1709813]"
12017,"[1608952, 1264355, 1331695, 1466832, 1601684, 1659926, 1487512, 1574396, 1615838]","Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.","[1384323, 1237761, 1568804, 1232341, 1499773, 1623750, 1543896, 1424800, 1608951, 1554692, 1383122, 1493236, 1869129, 1573896, 1495511, 1454462, 1251909, 1366659, 1671367, 1597864]","[1384323, 1237761, 1383122, 1499773, 1568804, 1232341, 1543896, 1424800, 1608951, 1554692, 1493236, 1869129, 1573896, 1495511, 1454462, 1251909, 1366659, 1671367, 1597864, 1623750]"
290,"[1629650, 1636573]","What research papers investigating high-temperature diode performance have cited the paper ""The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation"", or have been cited by it?","[1629650, 1636573, 1188715, 1191025, 1642862, 1603242, 1386913, 1617070, 1242905, 1243086, 1200640, 1544686, 1453390, 1369905, 1220112, 1269931, 1734546, 1316772, 1485593, 1193458]","[1629650, 1636573, 1188715, 1191025, 1200640, 1544686, 1453390, 1369905, 1220112, 1269931, 1734546, 1316772, 1485593, 1193458, 1642862, 1603242, 1386913, 1617070, 1242905, 1243086]"
12097,"[1598185, 1454075]","Are there any papers with a shared authorship on ""Ploughing friction on wet and dry sand"", within the same research domain, that also explore the turbulence structure in complex fluids?","[1598185, 1843823, 1454075, 1566792, 1841453, 1827250, 1462350, 1599744, 1423700, 1173976, 1732419, 1501381, 1435078, 1685377, 1562336, 1837802, 1278353, 1381056, 1531347, 1260880]","[1531347, 1260880, 1598185, 1423700, 1173976, 1732419, 1501381, 1435078, 1685377, 1278353, 1381056, 1843823, 1454075, 1566792, 1841453, 1827250, 1462350, 1599744, 1562336, 1837802]"
6870,"[1491648, 1185632, 1447781]",Could you find me the publications written by Zi-Yu Chen that delve into the experimental results of laser wakefield acceleration?,"[1578689, 1868585, 1588761, 1468057, 1451208, 1645753, 1317897, 1358614, 1509184, 1483187, 1617630, 1743426, 1714679, 1713104, 1770316, 1687234, 1799453, 1219092, 1240061, 1282860]","[1868585, 1588761, 1468057, 1451208, 1645753, 1317897, 1358614, 1509184, 1483187, 1617630, 1743426, 1714679, 1713104, 1770316, 1687234, 1799453, 1219092, 1240061, 1282860, 1578689]"
2597,[1408997],"Are there any studies from the University of Louisiana at Monroe exploring the field of Mesoscale convective complex, particularly those comparing observed and simulated storm profiles?","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1393156, 1725045, 1416115, 1285275, 1571140, 1175266, 1711758, 1747845, 1319365, 1738569, 1590490, 1348024, 1767579, 1465536]","[1408997, 1654254, 1215633, 1444564, 1650023, 1449980, 1393156, 1725045, 1416115, 1285275, 1571140, 1175266, 1319365, 1738569, 1711758, 1747845, 1590490, 1348024, 1767579, 1465536]"
7878,"[1209682, 1377055]",Publications by Northern Research Institute on radar imaging of auroral phenomena,"[1348989, 1206730, 1352542, 1570627, 1711553, 1565475, 1652532, 1458861, 1556255, 1294010, 1300391, 1483830, 1537004, 1595677, 1833082, 1192990, 1421021, 1424448, 1706916, 1197906]","[1556255, 1294010, 1300391, 1483830, 1537004, 1595677, 1833082, 1192990, 1421021, 1424448, 1706916, 1197906, 1348989, 1206730, 1352542, 1570627, 1711553, 1565475, 1652532, 1458861]"
789,"[1458144, 1458680, 1654940]","Show me the papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls' that focus on the use of tapered scintillator arrays for resolution enhancement.","[1451019, 1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1394435, 1448591, 1497679, 1582531, 1403987, 1458680, 1480636, 1615518, 1516275]","[1683211, 1558788, 1369290, 1411993, 1531950, 1494014, 1249660, 1269667, 1193067, 1742112, 1394435, 1448591, 1497679, 1582531, 1403987, 1458680, 1480636, 1615518, 1516275, 1451019]"
4001,"[1762594, 1677874, 1217998]",Are there any Meteorology research papers from Central Queensland University that concentrate on rainfall forecasting?,"[1872818, 1461899, 1619732, 1561344, 1781953, 1250425, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1528609, 1451283, 1590096, 1358164, 1677874, 1190978, 1217998, 1862382]","[1677874, 1217998, 1872818, 1461899, 1619732, 1561344, 1781953, 1712943, 1476448, 1345276, 1363430, 1339339, 1189278, 1250425, 1528609, 1451283, 1590096, 1358164, 1190978, 1862382]"
2969,"[1832657, 1775190, 1317767]","Could you locate publications that have a common coauthor with ""Measuring temperatures in a high concentration solar simulator – Demonstration of the principle"", belong to the same research area, and discuss a methodology for measuring surface temperatures in concentrated solar power systems?","[1317767, 1832657, 1814051, 1761939, 1783274, 1299024, 1374695, 1391911, 1816697, 1288350, 1237461, 1382273, 1687439, 1649891, 1407625, 1518361, 1298659, 1356522, 1178474, 1799952]","[1832657, 1814051, 1761939, 1783274, 1299024, 1374695, 1391911, 1816697, 1288350, 1237461, 1382273, 1687439, 1649891, 1407625, 1518361, 1298659, 1356522, 1178474, 1799952, 1317767]"
11758,[1773212],Does any research from Lycoming College relate to the field of Null Hypothesis and incorporate permutation entropy as a tool to describe the dynamics studied?,"[1773212, 1461139, 1520445, 1207119, 1272146, 1827735, 1253564, 1793528, 1863274, 1306467, 1610494, 1380921, 1451202, 1845671, 1202176, 1492811, 1567174, 1661348, 1521220, 1248729]","[1773212, 1461139, 1520445, 1272146, 1827735, 1253564, 1793528, 1863274, 1306467, 1610494, 1380921, 1451202, 1845671, 1202176, 1492811, 1567174, 1661348, 1521220, 1248729, 1207119]"
9931,[1285972],Show me research from Kafrelsheikh University on the topic of thermal bending in nanobeams.,"[1531680, 1564026, 1491443, 1537470, 1774277, 1510400, 1306472, 1241398, 1513562, 1442783, 1467291, 1245521, 1493777, 1368761, 1407793, 1285972, 1366558, 1453722, 1806348, 1282427]","[1510400, 1306472, 1241398, 1513562, 1467291, 1493777, 1368761, 1407793, 1285972, 1366558, 1806348, 1282427, 1531680, 1564026, 1491443, 1537470, 1774277, 1442783, 1245521, 1453722]"
4670,[1402725],"Publications authored by colleagues of the authors of ""The crystalline fraction of interstellar silicates in starburst galaxies"" that examine spectroscopic observations of the cool evolved stars in M32 using data from 2015.","[1402725, 1347364, 1358922, 1419744, 1814065, 1552014, 1214108, 1672549, 1330994, 1475294, 1305597, 1576515, 1209714, 1601261, 1567148, 1551490, 1658114, 1633829, 1543667, 1349189]","[1402725, 1347364, 1358922, 1419744, 1814065, 1552014, 1214108, 1672549, 1330994, 1475294, 1305597, 1576515, 1209714, 1601261, 1567148, 1551490, 1658114, 1633829, 1543667, 1349189]"
2501,"[1568708, 1830229]",Search for publications by Andrew D. Elvidge on the topic of terrain-induced turbulence.,"[1830229, 1858978, 1568708, 1553462, 1400234, 1332339, 1533359, 1450078, 1832111, 1443686, 1407481, 1581436, 1776688, 1237986, 1379971, 1446950, 1223459, 1802884, 1193411, 1764012]","[1830229, 1858978, 1568708, 1553462, 1400234, 1332339, 1533359, 1450078, 1832111, 1407481, 1581436, 1776688, 1237986, 1379971, 1446950, 1223459, 1802884, 1193411, 1764012, 1443686]"
3911,[1561428],"What are some papers that ""Trigger Performance Simulation of a High Speed ADC-Based TOF-PET Read-Out System"" cites to validate the GEANT4 optical models?","[1561428, 1561851, 1491658, 1382502, 1346555, 1315645, 1551690, 1742368, 1179627, 1445716, 1222252, 1283818, 1767240, 1553732, 1255965, 1426787, 1803861, 1333686, 1681336, 1608645]","[1382502, 1742368, 1445716, 1222252, 1283818, 1767240, 1553732, 1255965, 1426787, 1803861, 1333686, 1681336, 1608645, 1561428, 1561851, 1491658, 1346555, 1315645, 1551690, 1179627]"
284,"[1727504, 1374852, 1391548, 1839630]","I'm looking for research articles related to Schottky Barrier Diode Structures (SBDS), specifically focusing on the impact of an insulator layer on the performance and characteristics of Schottky barrier diodes.","[1359952, 1236071, 1641828, 1270684, 1335739, 1428781, 1430738, 1751915, 1415482, 1810725, 1485593, 1600636, 1436343, 1191417, 1180488, 1727504, 1391548, 1475980, 1739635, 1464258]","[1359952, 1236071, 1641828, 1270684, 1335739, 1428781, 1430738, 1751915, 1415482, 1810725, 1485593, 1600636, 1436343, 1191417, 1180488, 1727504, 1391548, 1475980, 1739635, 1464258]"
